c,h,l,n,o,t,v,vw
58275.0975,58368.5205,58275.0975,0,58368.5205,2024-05-01T07:22:00Z,0.0,0.0
58193.663,58257.404,58167.256,0,58222.2425,2024-05-01T07:23:00Z,0.0,0.0
58204.0,58257.885,58160.2765,0,58160.2765,2024-05-01T07:24:00Z,0.0,0.0
58001.62,58163.192,57912.901,0,58163.192,2024-05-01T07:25:00Z,0.0,0.0
57907.1925,58027.075,57558.192,0,58027.075,2024-05-01T07:26:00Z,0.0,0.0
57873.833,58001.6,57693.99,0,57916.849,2024-05-01T07:27:00Z,0.0,0.0
57883.44,58020.375,57844.3,0,57894.8655,2024-05-01T07:28:00Z,0.0,0.0
57972.398,57972.398,57914.931,0,57914.931,2024-05-01T07:29:00Z,0.0,0.0
58042.62,58130.9,57870.7,1,57952.7035,2024-05-01T07:30:00Z,0.001,57870.7
57822.465,58001.45,57795.85,0,58001.45,2024-05-01T07:31:00Z,0.0,0.0
57806.3595,57806.3595,57642.1785,1,57802.034,2024-05-01T07:32:00Z,0.001,57723.371
57794.5185,57821.257,57694.299,0,57759.553,2024-05-01T07:33:00Z,0.0,0.0
57587.74,57754.595,57546.057,0,57754.595,2024-05-01T07:34:00Z,0.0,0.0
57310.3885,57746.34,57310.3885,0,57613.5515,2024-05-01T07:35:00Z,0.0,0.0
57117.7035,57385.7,57108.751,0,57329.725,2024-05-01T07:36:00Z,0.0,0.0
57297.1,57492.08,57154.6765,0,57154.6765,2024-05-01T07:37:00Z,0.0,0.0
57568.451,57568.451,57290.736,0,57328.275,2024-05-01T07:38:00Z,0.0,0.0
57399.958,57538.595,57361.855,0,57529.264,2024-05-01T07:39:00Z,0.0,0.0
57687.4255,57687.4255,57426.5085,0,57426.5085,2024-05-01T07:40:00Z,0.0,0.0
57723.9505,57780.03,57702.197,0,57751.79,2024-05-01T07:41:00Z,0.0,0.0
57742.3065,57774.77,57740.9845,0,57740.9845,2024-05-01T07:42:00Z,0.0,0.0
57671.4315,57756.785,57665.9565,0,57706.85,2024-05-01T07:43:00Z,0.0,0.0
57713.9,57713.9,57576.3015,0,57691.428,2024-05-01T07:44:00Z,0.0,0.0
57812.195,57920.6955,57682.8775,0,57682.8775,2024-05-01T07:45:00Z,0.0,0.0
57714.5,57881.195,57714.5,0,57793.2605,2024-05-01T07:46:00Z,0.0,0.0
57654.17,57714.9375,57654.17,0,57681.859,2024-05-01T07:47:00Z,0.0,0.0
57666.45,57671.92,57594.875,0,57671.92,2024-05-01T07:48:00Z,0.0,0.0
57689.65,57689.65,57619.1035,0,57632.3,2024-05-01T07:49:00Z,0.0,0.0
57691.6465,57691.6465,57657.1,0,57657.1,2024-05-01T07:50:00Z,0.0,0.0
57621.13,57650.175,57583.0225,0,57650.175,2024-05-01T07:51:00Z,0.0,0.0
57536.35,57605.146,57517.31,0,57594.5185,2024-05-01T07:52:00Z,0.0,0.0
57562.358,57571.3755,57448.25,0,57571.3755,2024-05-01T07:53:00Z,0.0,0.0
57659.3805,57659.3805,57542.325,0,57542.325,2024-05-01T07:54:00Z,0.0,0.0
57632.626,57691.25,57632.626,0,57688.3365,2024-05-01T07:55:00Z,0.0,0.0
57652.0675,57664.105,57617.6685,0,57664.105,2024-05-01T07:56:00Z,0.0,0.0
57498.6895,57632.14,57498.6895,0,57632.14,2024-05-01T07:57:00Z,0.0,0.0
57453.15,57453.15,57453.15,0,57453.15,2024-05-01T07:58:00Z,0.0,0.0
57482.045,57482.045,57361.735,0,57414.935,2024-05-01T07:59:00Z,0.0,0.0
57467.205,57467.205,57301.0535,0,57462.45,2024-05-01T08:00:00Z,0.0,0.0
57530.8395,57530.8395,57442.755,0,57442.755,2024-05-01T08:01:00Z,0.0,0.0
57442.73,57571.19,57423.9065,0,57539.329,2024-05-01T08:02:00Z,0.0,0.0
57337.185,57501.9575,57292.465,0,57464.405,2024-05-01T08:03:00Z,0.0,0.0
57237.6095,57294.725,57194.045,0,57294.725,2024-05-01T08:04:00Z,0.0,0.0
57320.9515,57320.9515,57145.473,0,57206.1235,2024-05-01T08:05:00Z,0.0,0.0
57126.9,57292.6435,57126.9,0,57292.6435,2024-05-01T08:06:00Z,0.0,0.0
57070.1,57190.9195,57002.7295,0,57156.195,2024-05-01T08:07:00Z,0.0,0.0
57124.05,57254.15,57105.7145,0,57112.43,2024-05-01T08:08:00Z,0.0,0.0
57167.9715,57192.765,57079.203,0,57152.37,2024-05-01T08:09:00Z,0.0,0.0
57212.19,57298.24,57202.055,0,57208.225,2024-05-01T08:10:00Z,0.0,0.0
57287.68,57287.68,57168.8,0,57168.8,2024-05-01T08:11:00Z,0.0,0.0
57412.6,57412.6,57229.1145,0,57243.4155,2024-05-01T08:12:00Z,0.0,0.0
57384.575,57384.575,57342.415,0,57371.3585,2024-05-01T08:13:00Z,0.0,0.0
57349.0925,57349.8475,57324.6815,0,57349.8475,2024-05-01T08:14:00Z,0.0,0.0
57275.1015,57334.511,57208.1,1,57323.266,2024-05-01T08:15:00Z,0.001,57208.1
57217.85,57290.39,57188.252,0,57234.895,2024-05-01T08:16:00Z,0.0,0.0
57248.5465,57283.1,57187.295,0,57257.96,2024-05-01T08:17:00Z,0.0,0.0
57079.27,57227.54,57079.27,0,57227.54,2024-05-01T08:18:00Z,0.0,0.0
56974.0,57130.76,56938.26,1,57130.76,2024-05-01T08:19:00Z,0.001,57080.51
56806.7,57001.6555,56806.7,0,56927.4,2024-05-01T08:20:00Z,0.0,0.0
56598.595,56898.6,56559.575,0,56841.6,2024-05-01T08:21:00Z,0.0,0.0
56595.8925,56858.4475,56595.8925,0,56653.27,2024-05-01T08:22:00Z,0.0,0.0
56877.226,56877.226,56579.4755,0,56579.4755,2024-05-01T08:23:00Z,0.0,0.0
56986.05,57035.835,56783.718,0,56855.235,2024-05-01T08:24:00Z,0.0,0.0
57045.639,57045.639,56974.95,0,57020.475,2024-05-01T08:25:00Z,0.0,0.0
57102.3935,57118.335,57031.524,0,57084.7715,2024-05-01T08:26:00Z,0.0,0.0
57006.0845,57080.9,56975.45,0,57080.9,2024-05-01T08:27:00Z,0.0,0.0
56947.29,57047.25,56947.29,0,57047.25,2024-05-01T08:28:00Z,0.0,0.0
57026.084,57026.084,56890.504,0,56904.1105,2024-05-01T08:29:00Z,0.0,0.0
57010.85,57028.0025,56941.575,0,56980.9005,2024-05-01T08:30:00Z,0.0,0.0
57091.265,57164.53,57029.7,1,57029.7,2024-05-01T08:31:00Z,0.001137,57085.7
57001.149,57081.368,57001.149,0,57081.368,2024-05-01T08:32:00Z,0.0,0.0
56978.38,57126.2475,56978.38,0,57034.8415,2024-05-01T08:33:00Z,0.0,0.0
57039.311,57039.311,56955.6385,0,57016.027,2024-05-01T08:34:00Z,0.0,0.0
57052.797,57072.215,57028.49,0,57058.8795,2024-05-01T08:35:00Z,0.0,0.0
57079.8405,57079.8405,57011.4,0,57072.44,2024-05-01T08:36:00Z,0.0,0.0
57051.93,57075.585,57044.39,0,57044.39,2024-05-01T08:37:00Z,0.0,0.0
57045.958,57045.958,57006.812,0,57006.812,2024-05-01T08:38:00Z,0.0,0.0
57011.324,57105.622,57011.324,0,57073.1165,2024-05-01T08:39:00Z,0.0,0.0
56996.4385,57023.3,56957.75,0,56957.75,2024-05-01T08:40:00Z,0.0,0.0
57055.95,57055.95,57033.473,0,57033.473,2024-05-01T08:41:00Z,0.0,0.0
56911.45,57023.2605,56911.45,0,57019.45,2024-05-01T08:42:00Z,0.0,0.0
56840.8775,56873.7415,56840.8775,0,56873.7415,2024-05-01T08:43:00Z,0.0,0.0
56863.795,56863.795,56863.795,0,56863.795,2024-05-01T08:44:00Z,0.0,0.0
56955.328,56955.328,56891.35,0,56891.35,2024-05-01T08:45:00Z,0.0,0.0
56976.0075,56976.0075,56896.63,0,56928.6275,2024-05-01T08:46:00Z,0.0,0.0
56990.86,56990.86,56896.45,0,56942.938,2024-05-01T08:47:00Z,0.0,0.0
56964.0905,56964.0905,56964.0905,0,56964.0905,2024-05-01T08:48:00Z,0.0,0.0
56836.988,56920.979,56836.988,0,56920.979,2024-05-01T08:49:00Z,0.0,0.0
56940.25,56940.25,56872.24,0,56872.24,2024-05-01T08:50:00Z,0.0,0.0
57042.805,57049.4235,56947.921,0,56947.921,2024-05-01T08:51:00Z,0.0,0.0
57077.854,57077.854,57027.905,0,57027.905,2024-05-01T08:52:00Z,0.0,0.0
56994.1,57058.86,56994.1,0,57058.86,2024-05-01T08:53:00Z,0.0,0.0
57024.8895,57024.8895,57024.8895,0,57024.8895,2024-05-01T08:54:00Z,0.0,0.0
57055.305,57055.305,57055.305,0,57055.305,2024-05-01T08:55:00Z,0.0,0.0
57072.337,57152.4995,57072.337,0,57074.95,2024-05-01T08:56:00Z,0.0,0.0
57102.646,57102.646,57059.47,0,57059.47,2024-05-01T08:57:00Z,0.0,0.0
57111.132,57141.0885,57111.132,0,57141.0885,2024-05-01T08:58:00Z,0.0,0.0
57135.4235,57135.4235,57135.4235,0,57135.4235,2024-05-01T08:59:00Z,0.0,0.0
57084.25,57136.41,57075.227,1,57075.227,2024-05-01T09:00:00Z,0.001,57075.227
57061.5695,57143.446,57061.5695,0,57115.495,2024-05-01T09:01:00Z,0.0,0.0
57156.62,57156.62,57029.632,0,57029.632,2024-05-01T09:02:00Z,0.0,0.0
57248.423,57248.423,57174.081,0,57174.081,2024-05-01T09:03:00Z,0.0,0.0
57313.8,57313.8,57245.25,0,57277.009,2024-05-01T09:04:00Z,0.0,0.0
57353.186,57394.9585,57324.77,0,57337.62,2024-05-01T09:05:00Z,0.0,0.0
57448.81,57448.81,57405.84,0,57405.84,2024-05-01T09:06:00Z,0.0,0.0
57458.075,57483.084,57434.3895,0,57483.084,2024-05-01T09:07:00Z,0.0,0.0
57580.9205,57617.2715,57500.078,0,57500.078,2024-05-01T09:08:00Z,0.0,0.0
57502.06,57547.295,57502.06,0,57547.295,2024-05-01T09:09:00Z,0.0,0.0
57433.485,57487.69,57433.485,0,57453.757,2024-05-01T09:10:00Z,0.0,0.0
57409.08,57443.6705,57406.0745,0,57406.0745,2024-05-01T09:11:00Z,0.0,0.0
57467.905,57467.905,57432.8765,0,57432.8765,2024-05-01T09:12:00Z,0.0,0.0
57349.4735,57497.14,57349.4735,0,57497.14,2024-05-01T09:13:00Z,0.0,0.0
57347.2495,57384.8,57347.2495,0,57384.8,2024-05-01T09:14:00Z,0.0,0.0
57243.645,57328.6865,57243.645,0,57312.07,2024-05-01T09:15:00Z,0.0,0.0
57280.705,57313.224,57280.705,0,57284.335,2024-05-01T09:16:00Z,0.0,0.0
57273.74,57306.55,57273.74,0,57306.55,2024-05-01T09:17:00Z,0.0,0.0
57180.615,57246.47,57180.615,0,57246.47,2024-05-01T09:18:00Z,0.0,0.0
57177.5285,57177.5285,57163.695,0,57163.695,2024-05-01T09:19:00Z,0.0,0.0
57157.087,57158.895,57117.22,0,57158.895,2024-05-01T09:20:00Z,0.0,0.0
57245.64,57245.64,57125.645,0,57125.645,2024-05-01T09:21:00Z,0.0,0.0
57277.563,57306.875,57252.235,0,57274.5,2024-05-01T09:22:00Z,0.0,0.0
57344.7565,57344.7565,57317.2255,0,57317.2255,2024-05-01T09:23:00Z,0.0,0.0
57362.135,57396.1595,57361.24,0,57361.24,2024-05-01T09:24:00Z,0.0,0.0
57480.2,57510.693,57396.0395,0,57396.0395,2024-05-01T09:25:00Z,0.0,0.0
57394.593,57453.104,57394.593,0,57453.104,2024-05-01T09:26:00Z,0.0,0.0
57328.85,57370.5445,57328.85,0,57370.5445,2024-05-01T09:27:00Z,0.0,0.0
57323.38,57323.38,57309.782,0,57309.782,2024-05-01T09:28:00Z,0.0,0.0
57407.6145,57407.6145,57362.601,0,57362.601,2024-05-01T09:29:00Z,0.0,0.0
57411.1175,57453.6495,57392.027,0,57392.027,2024-05-01T09:30:00Z,0.0,0.0
57321.4945,57386.81,57321.4945,0,57386.81,2024-05-01T09:31:00Z,0.0,0.0
57332.5005,57359.634,57332.5005,0,57359.634,2024-05-01T09:32:00Z,0.0,0.0
57371.435,57371.435,57371.435,0,57371.435,2024-05-01T09:33:00Z,0.0,0.0
57361.737,57361.737,57331.5,0,57331.5,2024-05-01T09:34:00Z,0.0,0.0
57427.95,57427.95,57384.205,0,57384.205,2024-05-01T09:35:00Z,0.0,0.0
57357.497,57401.415,57357.497,0,57401.415,2024-05-01T09:36:00Z,0.0,0.0
57406.005,57411.24,57388.75,0,57388.75,2024-05-01T09:37:00Z,0.0,0.0
57332.971,57385.5495,57332.971,0,57385.5495,2024-05-01T09:38:00Z,0.0,0.0
57300.543,57332.332,57291.1605,0,57291.1605,2024-05-01T09:39:00Z,0.0,0.0
57355.55,57386.6,57334.7,0,57334.7,2024-05-01T09:40:00Z,0.0,0.0
57361.15,57389.545,57361.15,0,57389.545,2024-05-01T09:42:00Z,0.0,0.0
57350.7585,57378.6435,57350.7585,0,57378.6435,2024-05-01T09:43:00Z,0.0,0.0
57379.6435,57379.6435,57379.6435,0,57379.6435,2024-05-01T09:44:00Z,0.0,0.0
57292.9995,57344.908,57292.9995,0,57344.908,2024-05-01T09:45:00Z,0.0,0.0
57186.9,57250.45,57186.9,0,57250.45,2024-05-01T09:46:00Z,0.0,0.0
57201.99,57201.99,57155.4415,0,57170.355,2024-05-01T09:47:00Z,0.0,0.0
57176.0485,57176.0485,57176.0485,0,57176.0485,2024-05-01T09:48:00Z,0.0,0.0
57193.6065,57193.6065,57193.6065,0,57193.6065,2024-05-01T09:49:00Z,0.0,0.0
57163.609,57163.609,57163.609,0,57163.609,2024-05-01T09:51:00Z,0.0,0.0
57224.7075,57224.7075,57200.101,0,57200.101,2024-05-01T09:52:00Z,0.0,0.0
57147.15,57201.3775,57147.15,0,57201.3775,2024-05-01T09:54:00Z,0.0,0.0
57198.5,57198.5,57197.5905,0,57197.5905,2024-05-01T09:55:00Z,0.0,0.0
57183.1095,57183.1095,57183.1095,0,57183.1095,2024-05-01T09:56:00Z,0.0,0.0
57194.867,57212.5,57194.867,0,57212.5,2024-05-01T09:57:00Z,0.0,0.0
57120.6085,57159.635,57120.6085,0,57159.635,2024-05-01T09:59:00Z,0.0,0.0
57130.059,57152.465,57130.059,0,57152.465,2024-05-01T10:00:00Z,0.0,0.0
57054.75,57085.0145,57054.75,0,57085.0145,2024-05-01T10:01:00Z,0.0,0.0
57007.752,57033.5,57007.752,0,57033.5,2024-05-01T10:02:00Z,0.0,0.0
57002.78,57067.455,57002.78,0,57034.34,2024-05-01T10:03:00Z,0.0,0.0
56973.065,56973.065,56973.065,0,56973.065,2024-05-01T10:04:00Z,0.0,0.0
56938.0795,56938.0795,56938.0795,0,56938.0795,2024-05-01T10:05:00Z,0.0,0.0
56926.76,56926.76,56926.76,0,56926.76,2024-05-01T10:06:00Z,0.0,0.0
56937.0,56949.3915,56922.28,0,56949.3915,2024-05-01T10:07:00Z,0.0,0.0
56927.025,56927.025,56927.025,0,56927.025,2024-05-01T10:08:00Z,0.0,0.0
56888.5085,56888.5085,56888.5085,0,56888.5085,2024-05-01T10:09:00Z,0.0,0.0
56882.0445,56914.3705,56882.0445,0,56914.3705,2024-05-01T10:10:00Z,0.0,0.0
56957.3145,56957.3145,56904.404,0,56904.404,2024-05-01T10:12:00Z,0.0,0.0
57016.2535,57029.8005,56985.233,0,56985.233,2024-05-01T10:13:00Z,0.0,0.0
56968.173,56968.173,56968.173,0,56968.173,2024-05-01T10:14:00Z,0.0,0.0
57037.016,57037.016,57010.45,0,57010.45,2024-05-01T10:15:00Z,0.0,0.0
56934.05,56993.93,56901.175,0,56993.93,2024-05-01T10:16:00Z,0.0,0.0
56949.19,56949.19,56906.9355,0,56906.9355,2024-05-01T10:17:00Z,0.0,0.0
57011.9,57011.9,56984.262,0,56984.262,2024-05-01T10:18:00Z,0.0,0.0
57126.404,57128.0825,57047.165,0,57047.165,2024-05-01T10:19:00Z,0.0,0.0
57311.55,57364.843,57183.4575,0,57183.4575,2024-05-01T10:20:00Z,0.0,0.0
57498.024,57498.024,57351.515,0,57351.515,2024-05-01T10:21:00Z,0.0,0.0
57394.86,57469.05,57394.86,0,57469.05,2024-05-01T10:22:00Z,0.0,0.0
57406.54,57406.54,57379.8085,0,57379.8085,2024-05-01T10:23:00Z,0.0,0.0
57412.71,57412.71,57368.1225,0,57368.1225,2024-05-01T10:24:00Z,0.0,0.0
57375.38,57375.38,57375.38,0,57375.38,2024-05-01T10:25:00Z,0.0,0.0
57337.65,57337.65,57294.526,0,57322.0905,2024-05-01T10:26:00Z,0.0,0.0
57409.979,57409.979,57354.9175,0,57354.9175,2024-05-01T10:27:00Z,0.0,0.0
57463.1665,57463.1665,57401.275,0,57431.8,2024-05-01T10:28:00Z,0.0,0.0
57438.809,57438.809,57438.809,0,57438.809,2024-05-01T10:29:00Z,0.0,0.0
57439.317,57473.65,57439.317,0,57473.65,2024-05-01T10:30:00Z,0.0,0.0
57415.7205,57415.7205,57415.7205,0,57415.7205,2024-05-01T10:31:00Z,0.0,0.0
57393.317,57393.317,57393.317,0,57393.317,2024-05-01T10:32:00Z,0.0,0.0
57353.86,57353.86,57353.86,0,57353.86,2024-05-01T10:33:00Z,0.0,0.0
57414.051,57414.051,57377.7065,0,57377.7065,2024-05-01T10:35:00Z,0.0,0.0
57414.791,57447.3965,57414.791,0,57447.3965,2024-05-01T10:36:00Z,0.0,0.0
57472.5415,57472.5415,57383.716,0,57383.716,2024-05-01T10:37:00Z,0.0,0.0
57443.69,57443.69,57443.69,0,57443.69,2024-05-01T10:38:00Z,0.0,0.0
57420.55,57420.55,57420.55,0,57420.55,2024-05-01T10:39:00Z,0.0,0.0
57535.45,57535.45,57443.39,0,57443.39,2024-05-01T10:40:00Z,0.0,0.0
57618.959,57618.959,57572.59,0,57572.59,2024-05-01T10:41:00Z,0.0,0.0
57651.7,57687.133,57651.1,0,57651.1,2024-05-01T10:42:00Z,0.0,0.0
57697.1335,57697.1335,57697.1335,0,57697.1335,2024-05-01T10:43:00Z,0.0,0.0
57619.9845,57659.01,57619.9845,0,57659.01,2024-05-01T10:44:00Z,0.0,0.0
57672.002,57672.002,57642.153,0,57642.153,2024-05-01T10:45:00Z,0.0,0.0
57649.6625,57736.1125,57649.6625,0,57708.95,2024-05-01T10:46:00Z,0.0,0.0
57584.7325,57626.53,57584.7325,0,57626.53,2024-05-01T10:47:00Z,0.0,0.0
57497.535,57551.589,57497.535,0,57551.589,2024-05-01T10:48:00Z,0.0,0.0
57526.582,57526.582,57473.8,0,57473.8,2024-05-01T10:51:00Z,0.0,0.0
57567.54,57608.6245,57561.674,0,57561.674,2024-05-01T10:52:00Z,0.0,0.0
57593.154,57593.154,57593.154,0,57593.154,2024-05-01T10:53:00Z,0.0,0.0
57652.1145,57687.25,57627.664,0,57627.664,2024-05-01T10:54:00Z,0.0,0.0
57690.037,57690.037,57612.07,0,57612.07,2024-05-01T10:56:00Z,0.0,0.0
57649.763,57649.763,57649.763,0,57649.763,2024-05-01T10:57:00Z,0.0,0.0
57712.1835,57712.1835,57691.62,0,57691.62,2024-05-01T10:58:00Z,0.0,0.0
57746.725,57746.725,57746.725,0,57746.725,2024-05-01T10:59:00Z,0.0,0.0
57684.5685,57783.652,57684.5685,0,57783.652,2024-05-01T11:00:00Z,0.0,0.0
57774.0125,57774.0125,57712.88,0,57712.88,2024-05-01T11:01:00Z,0.0,0.0
57819.3915,57819.3915,57819.3915,0,57819.3915,2024-05-01T11:02:00Z,0.0,0.0
57774.1795,57774.1795,57774.1795,0,57774.1795,2024-05-01T11:03:00Z,0.0,0.0
57801.801,57801.801,57801.801,0,57801.801,2024-05-01T11:05:00Z,0.0,0.0
57793.1895,57866.41,57793.1895,0,57851.89,2024-05-01T11:06:00Z,0.0,0.0
57655.525,57778.64,57655.525,0,57778.64,2024-05-01T11:07:00Z,0.0,0.0
57687.77,57687.77,57687.77,0,57687.77,2024-05-01T11:08:00Z,0.0,0.0
57603.423,57649.0,57603.423,0,57649.0,2024-05-01T11:09:00Z,0.0,0.0
57621.6465,57621.6465,57621.6465,0,57621.6465,2024-05-01T11:10:00Z,0.0,0.0
57633.15,57646.75,57633.15,0,57646.75,2024-05-01T11:11:00Z,0.0,0.0
57659.722,57659.722,57659.722,0,57659.722,2024-05-01T11:12:00Z,0.0,0.0
57594.0455,57622.455,57594.0455,0,57622.455,2024-05-01T11:13:00Z,0.0,0.0
57627.275,57627.275,57627.275,0,57627.275,2024-05-01T11:14:00Z,0.0,0.0
57611.9,57656.441,57611.9,0,57656.441,2024-05-01T11:15:00Z,0.0,0.0
57643.4185,57643.4185,57643.4185,0,57643.4185,2024-05-01T11:16:00Z,0.0,0.0
57643.848,57660.7915,57643.848,0,57660.7915,2024-05-01T11:17:00Z,0.0,0.0
57613.453,57613.453,57613.453,0,57613.453,2024-05-01T11:18:00Z,0.0,0.0
57616.05,57616.05,57593.8335,0,57593.8335,2024-05-01T11:20:00Z,0.0,0.0
57711.406,57711.406,57635.308,0,57635.308,2024-05-01T11:21:00Z,0.0,0.0
57666.232,57666.232,57666.232,0,57666.232,2024-05-01T11:22:00Z,0.0,0.0
57607.59,57644.782,57607.59,0,57644.782,2024-05-01T11:23:00Z,0.0,0.0
57580.534,57580.534,57580.534,0,57580.534,2024-05-01T11:24:00Z,0.0,0.0
57571.2825,57571.2825,57571.2825,0,57571.2825,2024-05-01T11:25:00Z,0.0,0.0
57524.4675,57524.4675,57524.4675,0,57524.4675,2024-05-01T11:26:00Z,0.0,0.0
57562.655,57562.655,57562.655,0,57562.655,2024-05-01T11:27:00Z,0.0,0.0
57582.8465,57582.8465,57582.8465,0,57582.8465,2024-05-01T11:28:00Z,0.0,0.0
57564.075,57564.075,57564.075,0,57564.075,2024-05-01T11:30:00Z,0.0,0.0
57553.3965,57553.3965,57519.915,0,57519.915,2024-05-01T11:32:00Z,0.0,0.0
57529.935,57529.935,57529.935,0,57529.935,2024-05-01T11:33:00Z,0.0,0.0
57494.609,57494.609,57494.609,0,57494.609,2024-05-01T11:35:00Z,0.0,0.0
57561.1635,57561.1635,57522.27,0,57522.27,2024-05-01T11:39:00Z,0.0,0.0
57526.139,57526.139,57526.139,0,57526.139,2024-05-01T11:40:00Z,0.0,0.0
57558.4,57558.4,57558.4,0,57558.4,2024-05-01T11:41:00Z,0.0,0.0
57579.367,57579.367,57579.367,0,57579.367,2024-05-01T11:42:00Z,0.0,0.0
57616.753,57616.753,57616.753,0,57616.753,2024-05-01T11:44:00Z,0.0,0.0
57719.8775,57719.8775,57647.8845,0,57647.8845,2024-05-01T11:45:00Z,0.0,0.0
57768.2445,57768.2445,57726.098,0,57726.098,2024-05-01T11:46:00Z,0.0,0.0
57666.946,57728.5175,57666.946,0,57728.5175,2024-05-01T11:48:00Z,0.0,0.0
57756.6435,57756.6435,57711.055,0,57711.055,2024-05-01T11:50:00Z,0.0,0.0
57787.5,57787.5,57787.5,0,57787.5,2024-05-01T11:52:00Z,0.0,0.0
57857.8355,57857.8355,57799.14,0,57816.0825,2024-05-01T11:53:00Z,0.0,0.0
57881.7095,57881.7095,57881.7095,0,57881.7095,2024-05-01T11:54:00Z,0.0,0.0
57830.8,57849.273,57830.8,0,57849.273,2024-05-01T11:55:00Z,0.0,0.0
57887.85,57887.85,57802.3835,0,57802.3835,2024-05-01T11:58:00Z,0.0,0.0
57848.98,57848.98,57848.98,0,57848.98,2024-05-01T12:00:00Z,0.0,0.0
57806.0035,57833.3995,57806.0035,0,57833.3995,2024-05-01T12:01:00Z,0.0,0.0
57767.41,57787.993,57756.6,0,57756.6,2024-05-01T12:02:00Z,0.0,0.0
57803.1525,57803.1525,57741.345,0,57741.345,2024-05-01T12:03:00Z,0.0,0.0
57770.886,57770.886,57770.886,0,57770.886,2024-05-01T12:04:00Z,0.0,0.0
57748.18,57748.18,57748.18,0,57748.18,2024-05-01T12:05:00Z,0.0,0.0
57856.317,57856.317,57775.7025,0,57775.7025,2024-05-01T12:06:00Z,0.0,0.0
57936.4605,57957.85,57903.8365,0,57903.8365,2024-05-01T12:07:00Z,0.0,0.0
57992.824,57992.824,57956.9145,0,57956.9145,2024-05-01T12:08:00Z,0.0,0.0
57956.765,57961.125,57933.165,0,57961.125,2024-05-01T12:09:00Z,0.0,0.0
58080.411,58080.411,57978.54,0,57978.54,2024-05-01T12:10:00Z,0.0,0.0
58053.1195,58053.1195,58053.1195,0,58053.1195,2024-05-01T12:11:00Z,0.0,0.0
58199.255,58199.255,58078.6505,0,58078.6505,2024-05-01T12:12:00Z,0.0,0.0
58180.7645,58245.544,58141.915,0,58182.937,2024-05-01T12:13:00Z,0.0,0.0
58203.347,58203.347,58203.347,0,58203.347,2024-05-01T12:14:00Z,0.0,0.0
58065.515,58170.765,58065.515,0,58170.765,2024-05-01T12:15:00Z,0.0,0.0
58006.1325,58089.765,57958.935,0,58089.765,2024-05-01T12:16:00Z,0.0,0.0
58012.375,58012.375,57982.19,0,57982.19,2024-05-01T12:17:00Z,0.0,0.0
58050.695,58050.695,58009.57,0,58045.5965,2024-05-01T12:18:00Z,0.0,0.0
58004.923,58004.923,58004.923,0,58004.923,2024-05-01T12:19:00Z,0.0,0.0
58036.495,58076.165,58031.7665,0,58031.7665,2024-05-01T12:20:00Z,0.0,0.0
58162.6515,58206.016,58076.6,0,58076.6,2024-05-01T12:21:00Z,0.0,0.0
58131.8465,58194.469,58131.8465,0,58145.972,2024-05-01T12:22:00Z,0.0,0.0
58114.327,58114.327,58068.035,0,58103.986,2024-05-01T12:23:00Z,0.0,0.0
58089.4375,58089.4375,58089.4375,0,58089.4375,2024-05-01T12:24:00Z,0.0,0.0
58045.7065,58045.7065,58045.7065,0,58045.7065,2024-05-01T12:25:00Z,0.0,0.0
58143.617,58143.617,58071.4,0,58077.2405,2024-05-01T12:26:00Z,0.0,0.0
58158.04,58172.2365,58158.04,0,58172.2365,2024-05-01T12:27:00Z,0.0,0.0
58061.995,58117.57,58061.995,0,58117.57,2024-05-01T12:28:00Z,0.0,0.0
58058.047,58058.047,58026.1545,0,58026.1545,2024-05-01T12:30:00Z,0.0,0.0
58154.243,58154.243,58023.05,0,58023.05,2024-05-01T12:31:00Z,0.0,0.0
58244.95,58244.95,58183.8215,0,58183.8215,2024-05-01T12:32:00Z,0.0,0.0
58134.2,58219.184,58134.2,0,58219.184,2024-05-01T12:33:00Z,0.0,0.0
58184.82,58184.82,58155.82,0,58155.82,2024-05-01T12:34:00Z,0.0,0.0
58165.6165,58165.6165,58149.87,0,58149.87,2024-05-01T12:35:00Z,0.0,0.0
58272.7305,58272.7305,58214.255,0,58214.255,2024-05-01T12:36:00Z,0.0,0.0
58235.7355,58235.7355,58235.7355,0,58235.7355,2024-05-01T12:37:00Z,0.0,0.0
58185.628,58234.5755,58185.628,0,58198.836,2024-05-01T12:39:00Z,0.0,0.0
58222.192,58222.192,58222.192,0,58222.192,2024-05-01T12:40:00Z,0.0,0.0
58152.25,58179.1645,58152.25,0,58179.1645,2024-05-01T12:41:00Z,0.0,0.0
58154.0655,58191.1545,58154.0655,0,58191.1545,2024-05-01T12:42:00Z,0.0,0.0
58154.415,58179.9,58154.415,0,58179.9,2024-05-01T12:44:00Z,0.0,0.0
58063.624,58118.065,58063.624,0,58118.065,2024-05-01T12:45:00Z,0.0,0.0
58084.55,58084.55,58084.55,0,58084.55,2024-05-01T12:46:00Z,0.0,0.0
58066.52,58098.83,58042.535,0,58042.535,2024-05-01T12:47:00Z,0.0,0.0
58040.566,58040.566,58040.566,0,58040.566,2024-05-01T12:49:00Z,0.0,0.0
57991.04,57991.04,57991.04,0,57991.04,2024-05-01T12:50:00Z,0.0,0.0
57970.429,57970.429,57970.429,0,57970.429,2024-05-01T12:52:00Z,0.0,0.0
