c,h,l,n,o,t,v,vw
57906.5315,57946.2,57906.5315,0,57946.2,2024-05-01T12:53:00Z,0.0,0.0
57882.01,57882.01,57882.01,0,57882.01,2024-05-01T12:54:00Z,0.0,0.0
57860.455,57860.455,57840.772,0,57840.772,2024-05-01T12:55:00Z,0.0,0.0
57967.755,57984.4,57902.73,0,57902.73,2024-05-01T12:58:00Z,0.0,0.0
57965.345,57965.345,57935.96,0,57935.96,2024-05-01T12:59:00Z,0.0,0.0
57905.4935,57925.365,57905.4935,0,57925.365,2024-05-01T13:01:00Z,0.0,0.0
57878.59,57883.4125,57841.82,0,57883.4125,2024-05-01T13:02:00Z,0.0,0.0
57774.1635,57841.5045,57774.1635,0,57841.5045,2024-05-01T13:03:00Z,0.0,0.0
57831.863,57831.863,57817.45,0,57817.45,2024-05-01T13:04:00Z,0.0,0.0
57775.8705,57803.219,57775.8705,0,57803.219,2024-05-01T13:06:00Z,0.0,0.0
57771.8205,57771.8205,57725.15,0,57751.662,2024-05-01T13:07:00Z,0.0,0.0
57739.4125,57739.4125,57739.4125,0,57739.4125,2024-05-01T13:08:00Z,0.0,0.0
57776.585,57776.585,57776.585,0,57776.585,2024-05-01T13:09:00Z,0.0,0.0
57835.7905,57835.7905,57796.9625,0,57796.9625,2024-05-01T13:10:00Z,0.0,0.0
57797.64,57797.64,57797.64,0,57797.64,2024-05-01T13:16:00Z,0.0,0.0
57686.645,57777.6215,57686.645,0,57777.6215,2024-05-01T13:17:00Z,0.0,0.0
57711.7,57711.7,57711.7,0,57711.7,2024-05-01T13:18:00Z,0.0,0.0
57757.1835,57757.1835,57757.1835,0,57757.1835,2024-05-01T13:20:00Z,0.0,0.0
57720.9595,57720.9595,57681.73,0,57719.624,2024-05-01T13:21:00Z,0.0,0.0
57750.705,57750.705,57750.705,0,57750.705,2024-05-01T13:25:00Z,0.0,0.0
57733.938,57733.938,57717.5,0,57717.5,2024-05-01T13:26:00Z,0.0,0.0
57677.85,57716.86,57677.85,0,57716.86,2024-05-01T13:28:00Z,0.0,0.0
57720.9215,57720.9215,57720.9215,0,57720.9215,2024-05-01T13:29:00Z,0.0,0.0
57685.659,57685.659,57625.5,0,57675.1,2024-05-01T13:30:00Z,0.0,0.0
57591.5135,57645.38,57591.5135,0,57645.38,2024-05-01T13:31:00Z,0.0,0.0
57585.069,57653.8755,57553.891,0,57553.891,2024-05-01T13:32:00Z,0.0,0.0
57331.065,57555.9795,57238.85,0,57555.9795,2024-05-01T13:33:00Z,0.0,0.0
57348.045,57348.045,57288.935,0,57288.935,2024-05-01T13:34:00Z,0.0,0.0
57622.05,57622.05,57297.6645,0,57325.658,2024-05-01T13:35:00Z,0.0,0.0
57579.95,57658.173,57571.495,0,57589.496,2024-05-01T13:36:00Z,0.0,0.0
57487.0535,57547.3855,57468.2295,0,57547.3855,2024-05-01T13:37:00Z,0.0,0.0
57494.243,57510.82,57443.15,0,57459.5555,2024-05-01T13:38:00Z,0.0,0.0
57519.314,57519.314,57455.809,0,57455.809,2024-05-01T13:39:00Z,0.0,0.0
57472.1055,57485.755,57433.7435,0,57485.755,2024-05-01T13:40:00Z,0.0,0.0
57523.594,57523.594,57492.75,0,57492.75,2024-05-01T13:41:00Z,0.0,0.0
57516.671,57516.671,57516.671,0,57516.671,2024-05-01T13:43:00Z,0.0,0.0
57504.0165,57504.0165,57467.375,0,57467.375,2024-05-01T13:44:00Z,0.0,0.0
57504.8485,57539.055,57475.3095,0,57475.3095,2024-05-01T13:45:00Z,0.0,0.0
57532.09,57532.09,57467.73,0,57467.73,2024-05-01T13:46:00Z,0.0,0.0
57668.875,57767.3,57558.5455,0,57558.5455,2024-05-01T13:47:00Z,0.0,0.0
57592.8845,57633.63,57592.8845,0,57633.63,2024-05-01T13:48:00Z,0.0,0.0
57446.92,57565.57,57446.92,0,57565.57,2024-05-01T13:49:00Z,0.0,0.0
57440.7,57475.4595,57440.7,0,57475.4595,2024-05-01T13:50:00Z,0.0,0.0
57444.507,57489.151,57444.507,0,57489.151,2024-05-01T13:51:00Z,0.0,0.0
57378.16,57409.3095,57378.16,0,57409.3095,2024-05-01T13:52:00Z,0.0,0.0
57349.9,57349.9,57349.9,0,57349.9,2024-05-01T13:53:00Z,0.0,0.0
57317.89,57317.89,57317.89,0,57317.89,2024-05-01T13:54:00Z,0.0,0.0
57343.15,57343.15,57343.15,0,57343.15,2024-05-01T13:55:00Z,0.0,0.0
57347.49,57411.8,57347.49,0,57376.439,2024-05-01T13:56:00Z,0.0,0.0
57247.305,57313.5005,57247.305,0,57313.5005,2024-05-01T13:57:00Z,0.0,0.0
57280.4415,57281.16,57254.1,0,57281.16,2024-05-01T13:58:00Z,0.0,0.0
57248.75,57248.75,57248.75,0,57248.75,2024-05-01T13:59:00Z,0.0,0.0
57276.71,57301.8045,57254.195,0,57285.548,2024-05-01T14:00:00Z,0.0,0.0
57415.105,57415.105,57314.3585,0,57314.3585,2024-05-01T14:01:00Z,0.0,0.0
57525.3885,57525.3885,57443.603,0,57443.603,2024-05-01T14:02:00Z,0.0,0.0
57324.5055,57498.073,57324.5055,0,57498.073,2024-05-01T14:03:00Z,0.0,0.0
57270.4385,57321.15,57257.75,0,57300.185,2024-05-01T14:04:00Z,0.0,0.0
57379.105,57379.105,57286.0,0,57312.6885,2024-05-01T14:05:00Z,0.0,0.0
57445.02,57475.79,57424.9275,0,57424.9275,2024-05-01T14:06:00Z,0.0,0.0
57422.1085,57422.1085,57422.1085,0,57422.1085,2024-05-01T14:07:00Z,0.0,0.0
57360.37,57439.695,57360.37,0,57439.695,2024-05-01T14:08:00Z,0.0,0.0
57311.3265,57329.0,57301.45,0,57329.0,2024-05-01T14:09:00Z,0.0,0.0
57267.47,57294.6795,57233.9,0,57294.6795,2024-05-01T14:10:00Z,0.0,0.0
57234.8,57272.795,57203.49,0,57226.075,2024-05-01T14:11:00Z,0.0,0.0
57140.2765,57235.15,57110.818,0,57199.2,2024-05-01T14:12:00Z,0.0,0.0
57182.6055,57182.6055,57167.515,0,57167.515,2024-05-01T14:13:00Z,0.0,0.0
57256.6,57256.6,57225.6635,0,57225.6635,2024-05-01T14:14:00Z,0.0,0.0
57283.1,57283.1,57165.035,0,57217.728,2024-05-01T14:16:00Z,0.0,0.0
57378.5,57415.7265,57342.105,0,57342.105,2024-05-01T14:17:00Z,0.0,0.0
57429.145,57429.145,57370.1,0,57370.1,2024-05-01T14:18:00Z,0.0,0.0
57401.3985,57401.3985,57401.3985,0,57401.3985,2024-05-01T14:19:00Z,0.0,0.0
57380.3,57460.143,57380.3,0,57426.717,2024-05-01T14:20:00Z,0.0,0.0
57353.984,57353.984,57353.984,0,57353.984,2024-05-01T14:21:00Z,0.0,0.0
57410.3,57434.13,57373.345,0,57373.345,2024-05-01T14:22:00Z,0.0,0.0
57362.5005,57362.5005,57362.5005,0,57362.5005,2024-05-01T14:24:00Z,0.0,0.0
57311.6595,57352.3495,57311.6595,0,57352.3495,2024-05-01T14:25:00Z,0.0,0.0
57379.6105,57379.6105,57314.9105,0,57340.08,2024-05-01T14:26:00Z,0.0,0.0
57369.0785,57407.08,57354.05,0,57354.05,2024-05-01T14:27:00Z,0.0,0.0
57380.16,57395.6635,57380.16,0,57395.6635,2024-05-01T14:28:00Z,0.0,0.0
57407.675,57407.675,57334.95,0,57334.95,2024-05-01T14:29:00Z,0.0,0.0
57390.745,57428.383,57390.745,0,57428.383,2024-05-01T14:30:00Z,0.0,0.0
57491.84,57491.84,57368.318,0,57368.318,2024-05-01T14:31:00Z,0.0,0.0
57453.4185,57453.4185,57453.4185,0,57453.4185,2024-05-01T14:32:00Z,0.0,0.0
57515.6925,57515.6925,57482.357,0,57482.357,2024-05-01T14:34:00Z,0.0,0.0
57552.58,57552.58,57552.58,0,57552.58,2024-05-01T14:36:00Z,0.0,0.0
57487.5055,57527.455,57487.5055,0,57527.455,2024-05-01T14:37:00Z,0.0,0.0
57427.7215,57470.507,57427.7215,0,57470.507,2024-05-01T14:38:00Z,0.0,0.0
57338.373,57404.5365,57338.373,0,57404.5365,2024-05-01T14:39:00Z,0.0,0.0
57214.963,57299.481,57214.963,0,57299.481,2024-05-01T14:40:00Z,0.0,0.0
57345.705,57345.705,57253.11,0,57253.11,2024-05-01T14:41:00Z,0.0,0.0
57253.4,57315.1325,57253.4,0,57315.1325,2024-05-01T14:42:00Z,0.0,0.0
57312.815,57312.815,57290.07,0,57290.07,2024-05-01T14:43:00Z,0.0,0.0
57447.43,57447.43,57345.705,0,57345.705,2024-05-01T14:44:00Z,0.0,0.0
57372.02,57415.7935,57372.02,0,57415.7935,2024-05-01T14:45:00Z,0.0,0.0
57363.965,57363.965,57313.45,0,57342.221,2024-05-01T14:46:00Z,0.0,0.0
57406.316,57406.316,57406.316,0,57406.316,2024-05-01T14:47:00Z,0.0,0.0
57414.139,57414.139,57368.45,0,57368.45,2024-05-01T14:48:00Z,0.0,0.0
57415.875,57415.875,57389.5375,0,57389.5375,2024-05-01T14:49:00Z,0.0,0.0
57438.685,57438.685,57378.6415,0,57378.6415,2024-05-01T14:50:00Z,0.0,0.0
57448.44,57448.44,57417.45,0,57417.45,2024-05-01T14:51:00Z,0.0,0.0
57455.126,57470.8985,57455.126,0,57470.8985,2024-05-01T14:52:00Z,0.0,0.0
57468.105,57468.105,57468.105,0,57468.105,2024-05-01T14:54:00Z,0.0,0.0
57492.5185,57492.5185,57440.216,0,57440.216,2024-05-01T14:55:00Z,0.0,0.0
57355.4905,57448.8545,57355.4905,0,57448.8545,2024-05-01T14:56:00Z,0.0,0.0
57471.55,57471.55,57397.265,0,57397.265,2024-05-01T14:57:00Z,0.0,0.0
57537.686,57579.196,57498.283,0,57498.283,2024-05-01T14:58:00Z,0.0,0.0
57494.686,57509.05,57494.686,0,57509.05,2024-05-01T14:59:00Z,0.0,0.0
57437.396,57469.36,57437.396,0,57469.36,2024-05-01T15:00:00Z,0.0,0.0
57400.75,57402.8,57352.5765,0,57402.8,2024-05-01T15:01:00Z,0.0,0.0
57329.285,57367.0,57329.285,0,57349.3035,2024-05-01T15:02:00Z,0.0,0.0
57382.5,57382.5,57313.345,0,57313.345,2024-05-01T15:03:00Z,0.0,0.0
57332.65,57344.435,57332.65,0,57344.435,2024-05-01T15:04:00Z,0.0,0.0
57292.615,57292.615,57292.615,0,57292.615,2024-05-01T15:06:00Z,0.0,0.0
57263.3315,57263.3315,57263.3315,0,57263.3315,2024-05-01T15:07:00Z,0.0,0.0
57168.842,57223.69,57168.842,0,57223.69,2024-05-01T15:08:00Z,0.0,0.0
57101.26,57134.482,57047.8545,0,57134.482,2024-05-01T15:09:00Z,0.0,0.0
57067.57,57067.57,57044.4265,0,57067.05,2024-05-01T15:10:00Z,0.0,0.0
57134.395,57134.395,57096.79,0,57096.79,2024-05-01T15:11:00Z,0.0,0.0
57114.07,57185.8715,57114.07,0,57155.69,2024-05-01T15:12:00Z,0.0,0.0
57146.1645,57146.1645,57121.663,0,57138.8,2024-05-01T15:13:00Z,0.0,0.0
57002.0725,57122.2565,56962.105,0,57122.2565,2024-05-01T15:14:00Z,0.0,0.0
57072.5045,57072.5045,56974.035,0,56974.035,2024-05-01T15:15:00Z,0.0,0.0
56895.2855,57032.879,56895.2855,0,57032.879,2024-05-01T15:16:00Z,0.0,0.0
56845.19,56920.0,56845.19,1,56850.475,2024-05-01T15:17:00Z,0.001,56920.0
56804.9595,56838.4585,56765.845,0,56804.6,2024-05-01T15:18:00Z,0.0,0.0
56751.3,56815.4425,56691.015,0,56780.0935,2024-05-01T15:19:00Z,0.0,0.0
56820.7555,56854.34,56715.787,0,56777.718,2024-05-01T15:20:00Z,0.0,0.0
56820.435,56866.5,56820.435,0,56866.5,2024-05-01T15:21:00Z,0.0,0.0
56822.8095,56846.663,56785.08,0,56846.663,2024-05-01T15:22:00Z,0.0,0.0
57005.26,57005.26,56797.6275,0,56797.6275,2024-05-01T15:23:00Z,0.0,0.0
57100.2835,57100.2835,57040.85,0,57040.85,2024-05-01T15:24:00Z,0.0,0.0
57096.3865,57096.3865,57034.25,0,57066.408,2024-05-01T15:25:00Z,0.0,0.0
57106.995,57132.381,57106.995,0,57132.381,2024-05-01T15:26:00Z,0.0,0.0
57161.2845,57161.2845,57131.0745,0,57131.0745,2024-05-01T15:27:00Z,0.0,0.0
57106.6535,57137.765,57106.6535,0,57137.765,2024-05-01T15:28:00Z,0.0,0.0
57083.485,57083.485,57083.485,0,57083.485,2024-05-01T15:29:00Z,0.0,0.0
57081.115,57081.115,57037.264,0,57037.264,2024-05-01T15:30:00Z,0.0,0.0
57042.0545,57042.0545,57042.0545,0,57042.0545,2024-05-01T15:31:00Z,0.0,0.0
57095.06,57123.052,57069.75,0,57069.75,2024-05-01T15:32:00Z,0.0,0.0
57054.1685,57054.1685,57054.1685,0,57054.1685,2024-05-01T15:33:00Z,0.0,0.0
57125.0565,57125.0565,57094.95,0,57094.95,2024-05-01T15:34:00Z,0.0,0.0
57121.15,57121.15,57093.1085,0,57093.1085,2024-05-01T15:35:00Z,0.0,0.0
57103.825,57103.825,57103.825,0,57103.825,2024-05-01T15:36:00Z,0.0,0.0
57067.1755,57106.688,57064.146,0,57064.146,2024-05-01T15:37:00Z,0.0,0.0
57114.421,57114.421,57080.135,0,57096.06,2024-05-01T15:38:00Z,0.0,0.0
56993.55,57077.568,56993.55,0,57077.568,2024-05-01T15:39:00Z,0.0,0.0
57019.9,57019.9,56959.7,0,56959.7,2024-05-01T15:40:00Z,0.0,0.0
57060.615,57060.615,57015.965,0,57057.698,2024-05-01T15:41:00Z,0.0,0.0
56997.51,57053.35,56997.51,0,57016.1685,2024-05-01T15:42:00Z,0.0,0.0
56941.99,57024.5,56941.99,0,57024.5,2024-05-01T15:43:00Z,0.0,0.0
56964.945,56964.945,56964.945,0,56964.945,2024-05-01T15:44:00Z,0.0,0.0
56911.53,56929.9435,56877.48,0,56929.9435,2024-05-01T15:45:00Z,0.0,0.0
56974.97,56974.97,56947.785,0,56947.785,2024-05-01T15:46:00Z,0.0,0.0
56933.0365,56933.0365,56933.0365,0,56933.0365,2024-05-01T15:47:00Z,0.0,0.0
56883.45,56901.678,56883.45,0,56901.678,2024-05-01T15:48:00Z,0.0,0.0
56941.8785,56941.8785,56922.26,0,56922.26,2024-05-01T15:49:00Z,0.0,0.0
56932.45,57004.205,56932.45,0,56967.741,2024-05-01T15:50:00Z,0.0,0.0
56779.2175,56927.855,56779.2175,0,56900.8055,2024-05-01T15:51:00Z,0.0,0.0
56824.4715,56824.4715,56779.555,0,56813.321,2024-05-01T15:52:00Z,0.0,0.0
56898.7695,56898.7695,56840.685,0,56840.685,2024-05-01T15:53:00Z,0.0,0.0
56879.054,56879.054,56879.054,0,56879.054,2024-05-01T15:54:00Z,0.0,0.0
56849.06,56899.93,56849.06,0,56899.93,2024-05-01T15:55:00Z,0.0,0.0
56804.7495,56804.7495,56804.7495,0,56804.7495,2024-05-01T15:56:00Z,0.0,0.0
56765.4,56765.4,56728.952,0,56764.1,2024-05-01T15:57:00Z,0.0,0.0
56853.1,56853.1,56798.801,0,56798.801,2024-05-01T15:58:00Z,0.0,0.0
56756.8015,56862.554,56756.8015,0,56824.25,2024-05-01T16:00:00Z,0.0,0.0
56791.82,56797.3,56767.355,0,56797.3,2024-05-01T16:01:00Z,0.0,0.0
56940.9445,56940.9445,56821.1,0,56821.1,2024-05-01T16:02:00Z,0.0,0.0
56906.99,56967.692,56906.99,0,56967.692,2024-05-01T16:03:00Z,0.0,0.0
57004.115,57032.93,56941.72,0,56941.72,2024-05-01T16:04:00Z,0.0,0.0
56839.405,56983.02,56839.405,0,56983.02,2024-05-01T16:07:00Z,0.0,0.0
56761.7815,56811.495,56761.7815,0,56811.495,2024-05-01T16:08:00Z,0.0,0.0
56798.366,56813.675,56755.74,0,56787.39,2024-05-01T16:09:00Z,0.0,0.0
56984.525,57000.56,56821.585,0,56821.585,2024-05-01T16:10:00Z,0.0,0.0
56975.515,57007.61,56975.515,0,57007.61,2024-05-01T16:11:00Z,0.0,0.0
56998.805,56998.805,56998.805,0,56998.805,2024-05-01T16:13:00Z,0.0,0.0
56963.31,56963.31,56963.31,0,56963.31,2024-05-01T16:15:00Z,0.0,0.0
57104.11,57104.11,57015.15,0,57015.15,2024-05-01T16:16:00Z,0.0,0.0
57142.63,57175.452,57130.4715,0,57130.4715,2024-05-01T16:17:00Z,0.0,0.0
57228.6385,57228.6385,57081.705,0,57121.12,2024-05-01T16:18:00Z,0.0,0.0
57145.95,57183.7935,57145.95,0,57183.7935,2024-05-01T16:19:00Z,0.0,0.0
57055.4505,57188.65,57055.4505,0,57188.65,2024-05-01T16:20:00Z,0.0,0.0
57155.329,57155.329,57096.09,0,57096.09,2024-05-01T16:21:00Z,0.0,0.0
57137.5445,57137.5445,57113.1635,0,57113.1635,2024-05-01T16:24:00Z,0.0,0.0
57328.124,57368.85,57184.98,0,57184.98,2024-05-01T16:25:00Z,0.0,0.0
57369.36,57393.5565,57366.4455,0,57366.4455,2024-05-01T16:26:00Z,0.0,0.0
57311.875,57333.9525,57311.875,0,57333.9525,2024-05-01T16:27:00Z,0.0,0.0
57385.95,57385.95,57297.5,0,57331.55,2024-05-01T16:28:00Z,0.0,0.0
57364.1735,57364.1735,57364.1735,0,57364.1735,2024-05-01T16:29:00Z,0.0,0.0
57390.8505,57390.8505,57390.8505,0,57390.8505,2024-05-01T16:30:00Z,0.0,0.0
57364.65,57418.95,57364.65,0,57418.95,2024-05-01T16:31:00Z,0.0,0.0
57297.445,57328.805,57297.445,0,57328.805,2024-05-01T16:32:00Z,0.0,0.0
57345.21,57345.21,57261.73,0,57261.73,2024-05-01T16:33:00Z,0.0,0.0
57210.94,57322.11,57210.94,0,57322.11,2024-05-01T16:34:00Z,0.0,0.0
57166.915,57190.3495,57157.1,0,57171.7335,2024-05-01T16:35:00Z,0.0,0.0
57246.72,57246.72,57157.0745,0,57157.0745,2024-05-01T16:36:00Z,0.0,0.0
57214.718,57214.718,57214.718,0,57214.718,2024-05-01T16:37:00Z,0.0,0.0
57206.985,57232.7295,57206.985,0,57232.7295,2024-05-01T16:38:00Z,0.0,0.0
57114.285,57175.9,57114.285,0,57175.9,2024-05-01T16:39:00Z,0.0,0.0
57092.9095,57150.835,57092.9095,0,57150.835,2024-05-01T16:40:00Z,0.0,0.0
57036.7215,57054.5,57036.7215,0,57054.5,2024-05-01T16:41:00Z,0.0,0.0
56997.285,56997.285,56956.669,0,56993.991,2024-05-01T16:42:00Z,0.0,0.0
57055.05,57055.05,57028.777,0,57028.777,2024-05-01T16:43:00Z,0.0,0.0
57005.72,57007.565,57005.72,0,57007.565,2024-05-01T16:44:00Z,0.0,0.0
57025.2035,57025.2035,57025.2035,0,57025.2035,2024-05-01T16:45:00Z,0.0,0.0
57022.8065,57022.8065,56994.024,0,56994.024,2024-05-01T16:46:00Z,0.0,0.0
56919.412,56990.67,56919.412,0,56990.67,2024-05-01T16:47:00Z,0.0,0.0
56982.6365,56982.6365,56945.837,0,56945.837,2024-05-01T16:48:00Z,0.0,0.0
57030.831,57030.831,57030.831,0,57030.831,2024-05-01T16:49:00Z,0.0,0.0
56988.2335,56988.2335,56988.2335,0,56988.2335,2024-05-01T16:50:00Z,0.0,0.0
56898.37,56953.26,56898.37,0,56953.26,2024-05-01T16:51:00Z,0.0,0.0
56954.15,56954.15,56917.945,0,56917.945,2024-05-01T16:52:00Z,0.0,0.0
57012.911,57012.911,56985.475,0,56985.475,2024-05-01T16:53:00Z,0.0,0.0
56985.7985,56985.7985,56985.7985,0,56985.7985,2024-05-01T16:54:00Z,0.0,0.0
57017.2275,57017.2275,57017.2275,0,57017.2275,2024-05-01T16:55:00Z,0.0,0.0
57046.11,57071.4,57044.05,0,57044.05,2024-05-01T16:56:00Z,0.0,0.0
57042.95,57064.537,57042.95,0,57064.537,2024-05-01T16:58:00Z,0.0,0.0
57003.65,57009.605,56982.271,0,57009.605,2024-05-01T16:59:00Z,0.0,0.0
56984.025,56984.025,56984.025,0,56984.025,2024-05-01T17:00:00Z,0.0,0.0
57069.5455,57069.5455,56999.524,0,56999.524,2024-05-01T17:01:00Z,0.0,0.0
57095.27,57126.611,57095.27,0,57106.3995,2024-05-01T17:02:00Z,0.0,0.0
57074.066,57074.066,57074.066,0,57074.066,2024-05-01T17:03:00Z,0.0,0.0
57018.93,57049.775,57018.93,0,57049.775,2024-05-01T17:04:00Z,0.0,0.0
56966.1,56996.092,56966.1,0,56996.092,2024-05-01T17:06:00Z,0.0,0.0
57015.845,57015.845,56980.45,0,56980.45,2024-05-01T17:07:00Z,0.0,0.0
56973.19,56973.19,56973.19,0,56973.19,2024-05-01T17:09:00Z,0.0,0.0
56875.832,56947.883,56875.832,0,56947.883,2024-05-01T17:10:00Z,0.0,0.0
56835.2815,56850.8215,56835.2815,0,56850.8215,2024-05-01T17:11:00Z,0.0,0.0
56864.555,56864.555,56796.3045,0,56796.3045,2024-05-01T17:12:00Z,0.0,0.0
56783.4435,56831.1565,56783.4435,0,56831.1565,2024-05-01T17:13:00Z,0.0,0.0
56776.855,56788.825,56769.85,0,56769.85,2024-05-01T17:14:00Z,0.0,0.0
56694.911,56741.1815,56626.105,0,56741.1815,2024-05-01T17:15:00Z,0.0,0.0
56868.23,56868.23,56659.424,0,56659.424,2024-05-01T17:16:00Z,0.0,0.0
56884.6705,56909.2495,56834.985,0,56834.985,2024-05-01T17:17:00Z,0.0,0.0
56851.375,56851.375,56851.375,0,56851.375,2024-05-01T17:18:00Z,0.0,0.0
56865.65,56865.65,56817.153,0,56817.153,2024-05-01T17:19:00Z,0.0,0.0
56900.855,56925.2,56897.335,0,56897.335,2024-05-01T17:20:00Z,0.0,0.0
56886.877,56913.395,56865.3165,0,56913.395,2024-05-01T17:21:00Z,0.0,0.0
56989.5,56989.5,56933.885,0,56933.885,2024-05-01T17:22:00Z,0.0,0.0
57022.505,57022.505,57022.505,0,57022.505,2024-05-01T17:23:00Z,0.0,0.0
57049.6205,57049.6205,57049.6205,0,57049.6205,2024-05-01T17:24:00Z,0.0,0.0
57068.95,57074.4,57044.4515,0,57074.4,2024-05-01T17:25:00Z,0.0,0.0
57077.83,57121.58,57077.83,0,57121.58,2024-05-01T17:26:00Z,0.0,0.0
57162.98,57217.8045,57124.52,0,57124.52,2024-05-01T17:27:00Z,0.0,0.0
57197.8245,57197.8245,57197.8245,0,57197.8245,2024-05-01T17:28:00Z,0.0,0.0
57184.766,57229.95,57184.766,0,57229.95,2024-05-01T17:29:00Z,0.0,0.0
57226.965,57226.965,57226.965,0,57226.965,2024-05-01T17:30:00Z,0.0,0.0
57155.88,57195.075,57155.88,0,57195.075,2024-05-01T17:31:00Z,0.0,0.0
57217.762,57217.762,57184.2,0,57184.2,2024-05-01T17:32:00Z,0.0,0.0
57246.25,57246.25,57246.25,0,57246.25,2024-05-01T17:33:00Z,0.0,0.0
57248.7905,57300.893,57248.7905,0,57281.065,2024-05-01T17:34:00Z,0.0,0.0
57254.775,57295.11,57254.775,0,57295.11,2024-05-01T17:35:00Z,0.0,0.0
57272.501,57322.766,57272.2745,0,57272.2745,2024-05-01T17:37:00Z,0.0,0.0
57270.35,57270.35,57234.0535,0,57234.0535,2024-05-01T17:38:00Z,0.0,0.0
57168.3235,57234.88,57168.3235,0,57234.88,2024-05-01T17:39:00Z,0.0,0.0
57214.6395,57214.6395,57214.6395,0,57214.6395,2024-05-01T17:40:00Z,0.0,0.0
57235.422,57235.422,57177.6,0,57177.6,2024-05-01T17:41:00Z,0.0,0.0
57213.345,57256.41,57213.345,0,57256.41,2024-05-01T17:42:00Z,0.0,0.0
57234.2415,57234.2415,57167.97,0,57167.97,2024-05-01T17:45:00Z,0.0,0.0
57269.66,57302.7135,57269.66,0,57272.0,2024-05-01T17:46:00Z,0.0,0.0
57295.05,57295.05,57295.05,0,57295.05,2024-05-01T17:48:00Z,0.0,0.0
57380.9635,57380.9635,57326.325,0,57326.325,2024-05-01T17:51:00Z,0.0,0.0
57573.85,57677.9585,57419.16,0,57419.16,2024-05-01T17:52:00Z,0.0,0.0
57556.8585,57644.4225,57556.8585,0,57621.6495,2024-05-01T17:53:00Z,0.0,0.0
57577.453,57629.37,57577.453,0,57589.96,2024-05-01T17:54:00Z,0.0,0.0
57555.958,57656.673,57555.958,0,57616.2,2024-05-01T17:55:00Z,0.0,0.0
57504.6,57530.075,57504.6,0,57530.075,2024-05-01T17:56:00Z,0.0,0.0
57492.3265,57533.351,57479.4,0,57533.351,2024-05-01T17:57:00Z,0.0,0.0
57458.806,57509.8915,57458.806,0,57509.8915,2024-05-01T17:59:00Z,0.0,0.0
57508.026,57575.555,57350.543,0,57416.1295,2024-05-01T18:00:00Z,0.0,0.0
57487.868,57601.2885,57487.868,0,57532.05,2024-05-01T18:01:00Z,0.0,0.0
57765.4815,57765.4815,57506.93,0,57506.93,2024-05-01T18:02:00Z,0.0,0.0
57842.1,57869.274,57796.183,0,57807.315,2024-05-01T18:03:00Z,0.0,0.0
58088.635,58088.635,57800.835,0,57807.95,2024-05-01T18:04:00Z,0.0,0.0
57890.43,58144.802,57890.43,0,58038.115,2024-05-01T18:05:00Z,0.0,0.0
58052.504,58136.2025,57797.348,0,57846.15,2024-05-01T18:06:00Z,0.0,0.0
58034.455,58141.163,57979.0,0,58028.2765,2024-05-01T18:07:00Z,0.0,0.0
58097.805,58120.989,57960.445,0,57999.98,2024-05-01T18:08:00Z,0.0,0.0
58028.4065,58142.36,58028.4065,0,58060.4535,2024-05-01T18:09:00Z,0.0,0.0
57873.99,58066.8,57873.99,0,58066.8,2024-05-01T18:10:00Z,0.0,0.0
57800.0215,57954.6265,57800.0215,0,57911.876,2024-05-01T18:11:00Z,0.0,0.0
57865.2,57865.6,57783.515,0,57842.605,2024-05-01T18:12:00Z,0.0,0.0
57904.844,57940.265,57852.756,0,57897.476,2024-05-01T18:13:00Z,0.0,0.0
57880.59,57962.755,57880.59,0,57932.49,2024-05-01T18:14:00Z,0.0,0.0
57939.4335,57968.941,57865.016,0,57865.016,2024-05-01T18:15:00Z,0.0,0.0
57898.7315,57956.745,57898.7315,0,57921.2345,2024-05-01T18:16:00Z,0.0,0.0
57720.494,57864.295,57720.494,0,57864.295,2024-05-01T18:17:00Z,0.0,0.0
57677.805,57718.466,57661.675,0,57698.884,2024-05-01T18:18:00Z,0.0,0.0
57654.8075,57725.9,57654.8075,0,57694.645,2024-05-01T18:19:00Z,0.0,0.0
57663.7,57702.655,57663.7,0,57689.227,2024-05-01T18:20:00Z,0.0,0.0
57708.985,57716.209,57684.99,0,57716.209,2024-05-01T18:21:00Z,0.0,0.0
57595.34,57676.3125,57595.34,0,57676.3125,2024-05-01T18:22:00Z,0.0,0.0
57697.0145,57697.0145,57559.1925,0,57559.1925,2024-05-01T18:23:00Z,0.0,0.0
57686.952,57686.952,57679.365,0,57679.365,2024-05-01T18:24:00Z,0.0,0.0
57793.554,57793.554,57698.5285,0,57735.588,2024-05-01T18:25:00Z,0.0,0.0
57938.5515,57938.5515,57828.58,0,57828.58,2024-05-01T18:26:00Z,0.0,0.0
58006.835,58029.145,57950.105,0,57963.765,2024-05-01T18:27:00Z,0.0,0.0
58028.795,58036.555,57943.385,0,58036.555,2024-05-01T18:28:00Z,0.0,0.0
58032.88,58097.74,58032.88,0,58040.373,2024-05-01T18:29:00Z,0.0,0.0
57932.98,57988.085,57929.0935,0,57977.43,2024-05-01T18:30:00Z,0.0,0.0
57743.334,57907.359,57743.334,0,57907.359,2024-05-01T18:31:00Z,0.0,0.0
57866.896,57866.896,57693.2385,0,57761.725,2024-05-01T18:32:00Z,0.0,0.0
58047.905,58047.905,57823.994,0,57845.085,2024-05-01T18:33:00Z,0.0,0.0
