open_time,open,close,high,low,close,vol,close_time,quote_volume,trade_count,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1745511180000,93409.75000000,93430.42000000,93409.75000000,93428.99000000,6.37303000,1745511239999,595406.58897870,1286,2.23422000,208727.48034070,0
1745511240000,93428.99000000,93462.77000000,93428.99000000,93460.48000000,18.25814000,1745511299999,1706133.63480180,1784,11.95844000,1117443.07689460,0
1745511300000,93460.48000000,93467.34000000,93446.65000000,93467.33000000,15.57105000,1745511359999,1455221.48768740,1771,7.52561000,703316.03910170,0
1745511360000,93467.33000000,93476.20000000,93445.67000000,93476.19000000,15.57787000,1745511419999,1455813.62001230,1908,8.90104000,831828.03441980,0
1745511420000,93476.20000000,93519.00000000,93476.20000000,93503.19000000,66.25018000,1745511479999,6194134.11839980,4694,57.89530000,5412877.25302820,0
1745511480000,93503.18000000,93529.06000000,93503.18000000,93529.05000000,25.14291000,1745511539999,2351309.57900070,1602,15.83911000,1481204.63354180,0
1745511540000,93529.05000000,93529.06000000,93500.00000000,93519.50000000,15.80768000,1745511599999,1478315.98479140,1210,11.54086000,1079282.88484900,0
1745511600000,93519.50000000,93536.87000000,93484.57000000,93484.57000000,27.87434000,1745511659999,2606780.28272140,2599,14.46011000,1352337.15687180,0
1745511660000,93484.58000000,93503.74000000,93468.09000000,93468.98000000,14.79237000,1745511719999,1382884.10631450,2384,3.38292000,316246.93675930,0
1745511720000,93468.99000000,93482.32000000,93440.00000000,93446.63000000,13.32530000,1745511779999,1245325.19298920,2127,5.32800000,497896.42083010,0
1745511780000,93446.63000000,93505.16000000,93435.07000000,93481.32000000,10.93918000,1745511839999,1022612.28959260,2591,4.55678000,425932.87679670,0
1745511840000,93481.31000000,93488.50000000,93434.78000000,93434.78000000,10.04120000,1745511899999,938538.34751210,1553,1.71335000,160161.51366730,0
1745511900000,93434.78000000,93439.97000000,93401.85000000,93401.85000000,17.59870000,1745511959999,1644132.98887980,2901,7.75379000,724389.98074170,0
1745511960000,93401.85000000,93413.83000000,93391.92000000,93408.00000000,11.10621000,1745512019999,1037318.62445300,1814,4.73694000,442415.61914480,0
1745512020000,93408.00000000,93408.00000000,93391.92000000,93391.93000000,6.47191000,1745512079999,604460.25236680,1346,2.65502000,247967.26890300,0
1745512080000,93391.92000000,93504.54000000,93391.92000000,93492.00000000,35.96238000,1745512139999,3361179.98888360,5524,14.35722000,1341684.48665010,0
1745512140000,93492.00000000,93528.67000000,93491.99000000,93528.66000000,11.24114000,1745512199999,1051157.35115300,1698,6.69938000,626466.96299510,0
1745512200000,93528.66000000,93534.47000000,93508.06000000,93534.46000000,5.21933000,1745512259999,488155.37442890,931,2.01539000,188496.48268220,0
1745512260000,93534.46000000,93534.47000000,93486.62000000,93486.63000000,11.85833000,1745512319999,1108912.19488750,1604,0.82905000,77532.18666210,0
1745512320000,93486.62000000,93520.01000000,93474.33000000,93520.00000000,19.69828000,1745512379999,1841921.04700920,1481,16.02915000,1498845.18757530,0
1745512380000,93520.00000000,93531.56000000,93486.65000000,93520.00000000,56.80175000,1745512439999,5311886.97431170,1869,6.49910000,607725.94170600,0
1745512440000,93520.00000000,93561.16000000,93519.99000000,93531.41000000,20.62435000,1745512499999,1929229.37698010,2239,15.15130000,1417254.48940580,0
1745512500000,93531.41000000,93540.00000000,93495.99000000,93540.00000000,15.06953000,1745512559999,1409242.56903970,2123,7.63451000,713931.83753750,0
1745512560000,93539.99000000,93567.65000000,93539.99000000,93544.75000000,10.91112000,1745512619999,1020765.14789390,1402,6.15079000,575409.71997790,0
1745512620000,93544.74000000,93544.75000000,93483.14000000,93483.14000000,21.22554000,1745512679999,1984774.71277620,1559,7.42858000,694541.85445720,0
1745512680000,93483.15000000,93494.36000000,93466.24000000,93494.36000000,6.13205000,1745512739999,573223.57608680,1787,3.37541000,315533.26229570,0
1745512740000,93494.35000000,93520.00000000,93489.07000000,93497.25000000,10.56391000,1745512799999,987745.55772390,1351,2.64495000,247298.25461530,0
1745512800000,93497.24000000,93505.07000000,93491.89000000,93496.89000000,2.21988000,1745512859999,207552.11373400,961,1.43814000,134461.18918270,0
1745512860000,93496.89000000,93537.49000000,93496.88000000,93537.48000000,8.55398000,1745512919999,800004.51474830,1299,7.32079000,684662.20246910,0
1745512920000,93537.49000000,93595.22000000,93537.48000000,93575.81000000,30.05000000,1745512979999,2811794.89662740,2697,18.05294000,1689167.97535650,0
1745512980000,93575.80000000,93592.45000000,93567.81000000,93581.76000000,8.86315000,1745513039999,829435.85719680,1154,4.38983000,410805.62658600,0
1745513040000,93581.76000000,93581.76000000,93500.00000000,93513.51000000,11.24412000,1745513099999,1051645.30076000,3823,2.80601000,262391.60787200,0
1745513100000,93513.52000000,93553.50000000,93513.52000000,93516.51000000,7.96257000,1745513159999,744769.56190840,2039,4.71886000,441365.33727040,0
1745513160000,93516.51000000,93538.48000000,93508.85000000,93537.50000000,4.21721000,1745513219999,394390.56561470,1858,2.85380000,266887.03097360,0
1745513220000,93537.50000000,93559.63000000,93524.69000000,93524.70000000,11.13815000,1745513279999,1041940.87006960,2266,6.01317000,562506.91010800,0
1745513280000,93524.69000000,93540.00000000,93465.93000000,93505.92000000,16.19214000,1745513339999,1514064.46824620,4968,3.75079000,350706.83946830,0
1745513340000,93505.92000000,93505.93000000,93479.37000000,93497.80000000,6.95818000,1745513399999,650526.72284230,2012,3.85640000,360523.03643500,0
1745513400000,93497.81000000,93507.43000000,93481.43000000,93481.44000000,6.01676000,1745513459999,562537.47794940,1384,2.12846000,199011.50156160,0
1745513460000,93481.43000000,93523.81000000,93467.48000000,93522.71000000,8.66118000,1745513519999,809708.51992240,1785,6.07004000,567477.94413450,0
1745513520000,93522.72000000,93540.00000000,93521.81000000,93521.81000000,3.20998000,1745513579999,300217.68199990,1460,1.54678000,144662.62980630,0
1745513580000,93521.82000000,93521.82000000,93459.30000000,93472.73000000,12.69070000,1745513639999,1186258.13059860,1987,6.46669000,604399.33118230,0
1745513640000,93472.74000000,93492.00000000,93465.42000000,93491.99000000,5.99488000,1745513699999,560347.44284650,862,2.47543000,231393.37244440,0
1745513700000,93492.00000000,93510.16000000,93445.28000000,93445.28000000,19.03528000,1745513759999,1779505.51682390,1850,7.64212000,714528.18131420,0
1745513760000,93445.28000000,93481.50000000,93412.27000000,93479.34000000,21.00622000,1745513819999,1962782.80274960,2702,6.78257000,633775.13632520,0
1745513820000,93479.34000000,93486.23000000,93460.50000000,93460.50000000,5.83640000,1745513879999,545561.17225410,1172,2.72907000,255096.33114070,0
1745513880000,93460.50000000,93468.76000000,93434.78000000,93434.79000000,6.71628000,1745513939999,627690.30653640,1317,0.87253000,81544.15414930,0
1745513940000,93434.79000000,93434.79000000,93346.07000000,93346.08000000,17.58748000,1745513999999,1642487.58119810,3022,2.08790000,194983.02012450,0
1745514000000,93346.07000000,93346.08000000,93268.00000000,93280.00000000,24.52161000,1745514059999,2287906.22249290,3616,8.36230000,780141.72958770,0
1745514060000,93280.81000000,93332.87000000,93280.81000000,93291.03000000,15.03586000,1745514119999,1402846.26703040,2951,7.09407000,661851.30948490,0
1745514120000,93291.02000000,93338.17000000,93291.02000000,93328.69000000,4.23505000,1745514179999,395213.28899560,1543,2.11023000,196906.43233310,0
1745514180000,93328.68000000,93372.00000000,93328.68000000,93369.58000000,4.94796000,1745514239999,461948.12002420,1421,1.76163000,164443.98310980,0
1745514240000,93369.58000000,93380.62000000,93346.07000000,93380.61000000,6.55529000,1745514299999,612019.05675010,2201,2.69640000,251741.73882000,0
1745514300000,93380.62000000,93428.41000000,93380.61000000,93415.68000000,3.83991000,1745514359999,358702.27609620,1671,1.73918000,162449.81541880,0
1745514360000,93415.69000000,93415.69000000,93282.42000000,93282.42000000,8.40748000,1745514419999,784865.45099430,2631,2.27283000,212137.38565610,0
1745514420000,93282.42000000,93286.77000000,93272.89000000,93282.13000000,5.40273000,1745514479999,503963.83963340,941,3.61683000,337368.48451150,0
1745514480000,93282.12000000,93303.88000000,93226.52000000,93233.53000000,6.78807000,1745514539999,633093.17308140,2305,2.75569000,257013.41815430,0
1745514540000,93233.54000000,93233.54000000,93151.64000000,93151.65000000,12.52059000,1745514599999,1166709.08849100,2211,1.58414000,147606.91777610,0
1745514600000,93151.64000000,93178.26000000,93150.00000000,93171.47000000,13.25243000,1745514659999,1234565.19440000,1826,10.33121000,962415.28292740,0
1745514660000,93171.48000000,93171.48000000,93083.69000000,93094.20000000,12.45104000,1745514719999,1159445.53846950,3799,3.01963000,281178.31663970,0
1745514720000,93094.20000000,93125.76000000,93025.11000000,93125.75000000,26.13159000,1745514779999,2432129.99979640,3914,9.05103000,842493.21081080,0
1745514780000,93125.76000000,93125.76000000,93090.62000000,93100.00000000,8.66300000,1745514839999,806611.10052210,1702,1.46812000,136684.61457900,0
1745514840000,93100.00000000,93114.00000000,92934.18000000,92938.46000000,22.83271000,1745514899999,2123927.18100350,5038,6.13553000,570899.56792600,0
1745514900000,92938.46000000,92969.43000000,92826.09000000,92969.43000000,72.31642000,1745514959999,6717115.07638800,9937,21.71671000,2017537.01034540,0
1745514960000,92969.42000000,93016.00000000,92969.42000000,92977.98000000,18.18446000,1745515019999,1690964.29601090,4885,9.08635000,844890.91623750,0
1745515020000,92977.98000000,93039.30000000,92977.97000000,93025.61000000,9.55127000,1745515079999,888311.88865700,3353,6.21880000,578337.55599760,0
1745515080000,93025.62000000,93025.62000000,92904.00000000,92912.38000000,9.13182000,1745515139999,848803.73422850,3160,4.03777000,375270.39312970,0
1745515140000,92912.39000000,92991.11000000,92906.08000000,92966.63000000,7.51847000,1745515199999,698877.84081560,3036,4.00646000,372407.28092440,0
1745545200000,93810.61000000,93810.61000000,93754.53000000,93765.59000000,4.36521000,1745545259999,409333.14886630,1188,0.91154000,85476.77374070,0
1745545260000,93765.58000000,93789.04000000,93761.90000000,93761.90000000,2.88020000,1745545319999,270089.72751850,986,0.93424000,87603.91036290,0
1745545320000,93761.91000000,93791.91000000,93761.90000000,93791.91000000,2.98377000,1745545379999,279778.35743200,586,1.48983000,139703.38438130,0
1745545380000,93791.91000000,93800.00000000,93782.38000000,93795.04000000,3.72550000,1745545439999,349408.13090670,925,0.93786000,87961.79776520,0
1745545440000,93795.04000000,93800.00000000,93787.22000000,93789.22000000,3.60660000,1745545499999,338273.58742010,662,1.95982000,183811.88894020,0
1745545500000,93789.22000000,93789.22000000,93747.60000000,93771.82000000,5.73370000,1745545559999,537651.05823100,1254,2.59485000,243285.03439140,0
1745545560000,93771.81000000,93788.64000000,93771.81000000,93783.95000000,5.61466000,1745545619999,526518.86136110,1071,4.06167000,380878.40032400,0
1745545620000,93783.95000000,93852.91000000,93783.95000000,93852.90000000,15.68544000,1745545679999,1471421.54586480,1925,6.67526000,626230.65630250,0
1745545680000,93852.91000000,93860.17000000,93714.28000000,93714.28000000,32.37089000,1745545739999,3036362.83658830,2660,8.68732000,815322.96662370,0
1745545740000,93714.28000000,93738.25000000,93711.36000000,93713.83000000,5.87151000,1745545799999,550276.25587920,1210,2.77552000,260121.70849550,0
1745545800000,93713.82000000,93730.13000000,93700.00000000,93730.10000000,30.12364000,1745545859999,2823165.21085750,1259,21.62458000,2026619.35155250,0
1745545860000,93730.11000000,93770.10000000,93730.11000000,93735.13000000,68.70383000,1745545919999,6440874.66350440,1860,62.05748000,5817697.56445520,0
1745545920000,93735.13000000,93735.14000000,93706.13000000,93706.13000000,4.66828000,1745545979999,437549.24896620,771,0.25786000,24168.24840030,0
1745545980000,93706.13000000,93719.83000000,93706.13000000,93719.83000000,8.18673000,1745546039999,767230.13954110,462,4.19950000,393560.59200170,0
1745546040000,93719.83000000,93760.62000000,93719.83000000,93758.01000000,42.40606000,1745546099999,3975272.35050550,1483,31.25745000,2930158.11917850,0
1745546100000,93758.00000000,93758.01000000,93695.65000000,93703.27000000,9.27524000,1745546159999,869254.83060090,1530,2.89129000,270942.96458050,0
1745546160000,93703.27000000,93703.28000000,93677.09000000,93684.29000000,5.02315000,1745546219999,470603.05701300,959,2.23440000,209322.89318260,0
1745546220000,93684.30000000,93684.30000000,93664.14000000,93679.71000000,4.88483000,1745546279999,457582.26254080,1032,2.76277000,258795.24624210,0
1745546280000,93679.70000000,93679.71000000,93660.00000000,93660.00000000,4.46507000,1745546339999,418261.98686720,1151,1.07019000,100245.53501830,0
1745546340000,93660.00000000,93687.64000000,93660.00000000,93678.13000000,10.30111000,1745546399999,964965.23965680,718,7.14291000,669110.15064530,0
1745546400000,93678.14000000,93840.00000000,93678.13000000,93784.80000000,114.64479000,1745546459999,10752576.99333030,5706,90.49178000,8487337.80477200,0
1745546460000,93784.80000000,93797.67000000,93724.69000000,93749.92000000,30.75477000,1745546519999,2884080.23421240,2697,20.60481000,1932299.06022280,0
1745546520000,93749.92000000,93809.96000000,93745.00000000,93807.95000000,34.07388000,1745546579999,3195364.86651770,1765,24.94756000,2339453.66001720,0
1745546580000,93807.96000000,93897.59000000,93807.95000000,93860.01000000,18.77157000,1745546639999,1761668.03964890,2826,14.80907000,1389750.87790000,0
1745546640000,93860.01000000,93860.01000000,93835.00000000,93836.92000000,6.97108000,1745546699999,654175.32110740,1009,4.46430000,418909.62783170,0
1745546700000,93836.91000000,93836.92000000,93780.00000000,93800.02000000,9.92180000,1745546759999,930680.76617870,2121,3.79354000,355839.52976700,0
1745546760000,93800.02000000,93800.02000000,93736.01000000,93736.01000000,4.73456000,1745546819999,443970.42366140,1878,0.28386000,26619.53843040,0
1745546820000,93736.00000000,93736.01000000,93709.48000000,93713.01000000,4.26187000,1745546879999,399404.31990050,1696,2.18331000,204603.46871540,0
1745546880000,93713.01000000,93713.01000000,93684.50000000,93684.51000000,4.44815000,1745546939999,416786.32359700,782,1.04010000,97464.94794030,0
1745546940000,93684.50000000,93684.51000000,93594.65000000,93594.65000000,23.56425000,1745546999999,2205981.11373070,3392,1.27829000,119670.73317760,0
1745547000000,93594.65000000,93608.32000000,93584.00000000,93595.30000000,16.81911000,1745547059999,1574243.04939900,1486,5.45034000,510128.94135020,0
1745547060000,93595.30000000,93595.31000000,93579.54000000,93579.54000000,9.98873000,1745547119999,934808.64813900,710,0.61454000,57513.96650550,0
1745547120000,93579.54000000,93602.39000000,93566.07000000,93602.39000000,11.72944000,1745547179999,1097659.73183110,1648,9.39124000,878849.58028070,0
1745547180000,93602.39000000,93646.92000000,93602.38000000,93619.86000000,39.34316000,1745547239999,3683481.72402800,2163,35.98863000,3369400.60416020,0
1745547240000,93619.85000000,93619.86000000,93571.65000000,93571.66000000,3.92965000,1745547299999,367789.17217870,1358,0.38800000,36321.58763040,0
1745547300000,93571.65000000,93571.66000000,93512.02000000,93512.03000000,13.09519000,1745547359999,1224909.84946290,3458,3.47212000,324784.34450130,0
1745547360000,93512.02000000,93512.03000000,93394.62000000,93413.60000000,32.55518000,1745547419999,3042424.54963380,6197,6.12171000,571986.76543750,0
1745547420000,93413.59000000,93471.00000000,93413.59000000,93433.11000000,8.95538000,1745547479999,836795.47790520,2429,2.80171000,261816.46203160,0
1745547480000,93433.11000000,93465.55000000,93433.11000000,93457.95000000,5.86023000,1745547539999,547611.73287710,1826,3.30178000,308535.34527580,0
1745547540000,93457.95000000,93470.73000000,93443.91000000,93446.53000000,18.70316000,1745547599999,1747990.48026590,1234,3.13202000,292699.55695240,0
1745547600000,93446.53000000,93512.93000000,93446.52000000,93480.89000000,51.77487000,1745547659999,4840157.81227030,2692,32.54972000,3042705.67348470,0
1745547660000,93480.90000000,93480.90000000,93457.49000000,93466.85000000,3.87550000,1745547719999,362213.03535180,1430,1.73823000,162453.57592210,0
1745547720000,93466.85000000,93481.57000000,93437.29000000,93437.29000000,4.70101000,1745547779999,439375.59412690,2434,1.33086000,124397.31816740,0
1745547780000,93437.29000000,93449.42000000,93386.08000000,93397.42000000,9.95492000,1745547839999,929917.42728700,2481,1.72552000,161197.70143630,0
1745547840000,93397.43000000,93397.43000000,93284.09000000,93284.09000000,14.85477000,1745547899999,1386786.47580560,4428,2.48036000,231610.67881430,0
1745547900000,93284.09000000,93293.15000000,93170.00000000,93293.15000000,44.57162000,1745547959999,4155050.00466520,8289,12.81471000,1194588.79771040,0
1745547960000,93293.14000000,93333.31000000,93279.97000000,93284.19000000,15.87848000,1745548019999,1481476.03184710,2732,2.99712000,279634.33585840,0
1745548020000,93284.18000000,93340.00000000,93284.18000000,93340.00000000,9.44884000,1745548079999,881734.15296440,1228,3.44234000,321218.15716000,0
1745548080000,93340.00000000,93350.00000000,93333.25000000,93350.00000000,9.01309000,1745548139999,841311.93571600,1211,3.66538000,342129.67824420,0
1745548140000,93350.00000000,93356.90000000,93325.59000000,93336.07000000,6.91165000,1745548199999,645141.26380820,1150,3.35370000,313018.56099050,0
1745548200000,93336.06000000,93336.07000000,93144.67000000,93156.55000000,43.58255000,1745548259999,4063520.26518970,5743,9.82975000,916123.65001110,0
1745548260000,93156.54000000,93183.54000000,93073.30000000,93183.54000000,18.86037000,1745548319999,1756032.38610630,6106,7.26366000,676323.13326230,0
1745548320000,93183.53000000,93237.32000000,93183.53000000,93237.31000000,10.00456000,1745548379999,932607.14856860,2565,6.93691000,646644.63929920,0
1745548380000,93237.32000000,93237.32000000,93206.30000000,93237.31000000,7.59487000,1745548439999,708048.00657570,1984,2.64126000,246221.59103550,0
1745548440000,93237.32000000,93237.32000000,93202.41000000,93202.41000000,6.92813000,1745548499999,645904.51688810,1542,2.80250000,261277.52476670,0
1745548500000,93202.42000000,93298.98000000,93200.40000000,93298.97000000,20.24059000,1745548559999,1887298.68994790,2748,18.22360000,1699251.12244370,0
1745548560000,93298.97000000,93315.90000000,93251.30000000,93315.89000000,9.46360000,1745548619999,882780.59389550,2860,3.82607000,356869.69035830,0
1745548620000,93315.89000000,93324.00000000,93275.81000000,93280.94000000,6.18718000,1745548679999,577199.42035030,1467,1.23314000,115037.71085100,0
1745548680000,93280.95000000,93300.00000000,93270.05000000,93270.06000000,3.17411000,1745548739999,296097.42962820,1277,1.12125000,104601.12364210,0
1745548740000,93270.05000000,93285.72000000,93264.57000000,93264.58000000,11.47686000,1745548799999,1070532.76797370,1261,1.13347000,105721.14229730,0
1745548800000,93264.57000000,93281.68000000,93255.01000000,93273.90000000,6.46011000,1745548859999,602529.57027300,1019,3.06159000,285538.41440970,0
1745548860000,93273.90000000,93276.80000000,93257.81000000,93257.81000000,5.27447000,1745548919999,491943.45507730,1147,1.44743000,135001.82382640,0
1745548920000,93257.81000000,93257.82000000,93231.02000000,93236.35000000,5.81960000,1745548979999,542660.31738400,1437,1.17658000,109701.63197030,0
1745548980000,93236.34000000,93275.48000000,93188.11000000,93275.48000000,8.98849000,1745549039999,837911.91691170,3560,4.89304000,456140.59493720,0
1745549040000,93275.47000000,93275.48000000,93251.35000000,93251.35000000,3.35899000,1745549099999,313305.60004880,727,0.16772000,15644.16350560,0
1745549100000,93251.36000000,93275.14000000,93228.23000000,93275.14000000,6.32658000,1745549159999,589989.01081850,2078,3.00205000,279943.78553310,0
1745549160000,93275.13000000,93310.11000000,93263.57000000,93288.56000000,9.15727000,1745549219999,854321.36687120,2137,6.07946000,567190.60821510,0
1745549220000,93288.56000000,93324.04000000,93286.61000000,93286.61000000,10.14052000,1745549279999,946167.38952860,2127,5.57637000,520289.00446410,0
1745549280000,93286.61000000,93286.61000000,93250.35000000,93266.91000000,4.59247000,1745549339999,428297.67653680,1845,2.73715000,255258.81804600,0
1745549340000,93266.90000000,93266.91000000,93217.39000000,93240.03000000,7.03382000,1745549399999,655884.34028500,1749,1.67295000,155971.10999000,0
1745549400000,93240.03000000,93242.29000000,93200.32000000,93231.77000000,7.73963000,1745549459999,721506.56476340,2423,3.34196000,311529.42648720,0
1745549460000,93231.77000000,93231.78000000,93160.71000000,93196.78000000,14.93926000,1745549519999,1392022.23842760,2138,7.81945000,728568.46610570,0
1745549520000,93196.79000000,93212.16000000,93196.79000000,93203.11000000,8.06255000,1745549579999,751495.75075740,1216,1.93038000,179917.72006270,0
1745549580000,93203.11000000,93224.26000000,93108.00000000,93108.01000000,21.32413000,1745549639999,1986684.28739900,3940,6.95275000,647807.28502670,0
1745549640000,93108.01000000,93153.92000000,93108.00000000,93144.96000000,16.70442000,1745549699999,1555794.26162040,1269,12.91020000,1202377.42509490,0
1745549700000,93144.96000000,93173.75000000,93116.13000000,93140.49000000,10.44617000,1745549759999,972896.98542540,2201,4.80082000,447107.27026960,0
1745549760000,93140.49000000,93140.67000000,92904.49000000,92950.85000000,142.49253000,1745549819999,13256014.09889840,8175,23.05689000,2143959.40210820,0
1745549820000,92950.86000000,92953.64000000,92892.00000000,92892.87000000,22.78914000,1745549879999,2117324.95551260,4144,5.58119000,518520.90708470,0
1745549880000,92892.87000000,92995.32000000,92892.87000000,92979.15000000,29.69761000,1745549939999,2760592.91750560,3645,13.36333000,1242059.82946300,0
1745549940000,92979.15000000,92992.33000000,92979.14000000,92992.33000000,6.17856000,1745549999999,574490.27214920,650,3.52759000,327998.62530420,0
1745550000000,92992.33000000,92992.33000000,92861.13000000,92921.78000000,30.38436000,1745550059999,2823001.67756040,7783,7.18359000,667264.62364490,0
1745550060000,92921.78000000,92929.81000000,92865.10000000,92865.10000000,12.44105000,1745550119999,1155617.60432340,3138,3.18935000,296334.24877410,0
1745550120000,92865.10000000,92955.94000000,92855.96000000,92955.93000000,16.17956000,1745550179999,1502837.79667230,3984,12.10664000,1124574.13149500,0
1745550180000,92955.94000000,92955.94000000,92924.52000000,92955.64000000,4.92872000,1745550239999,458093.50562930,2195,2.66904000,248056.20763390,0
1745550240000,92955.63000000,93025.28000000,92955.63000000,93015.60000000,13.30873000,1745550299999,1237689.06401640,2345,10.86061000,1009999.06983580,0
1745550300000,93015.60000000,93054.85000000,93015.60000000,93043.47000000,8.07653000,1745550359999,751422.04040440,2043,4.53397000,421814.28414420,0
1745550360000,93043.48000000,93102.44000000,93043.47000000,93096.81000000,12.97547000,1745550419999,1207833.38091520,2509,5.81811000,541534.14036310,0
1745550420000,93096.80000000,93109.67000000,93070.92000000,93109.66000000,11.72476000,1745550479999,1091423.99489620,1958,5.05648000,470677.46782420,0
1745550480000,93109.66000000,93109.84000000,93093.04000000,93095.24000000,11.58117000,1745550539999,1078214.20474560,1097,1.00167000,93251.71224590,0
1745550540000,93095.23000000,93095.24000000,93080.02000000,93080.03000000,4.85066000,1745550599999,451531.09776560,783,1.42627000,132759.59159600,0
1745550600000,93080.03000000,93130.44000000,93080.03000000,93130.43000000,6.37192000,1745550659999,593181.60950930,1601,3.23043000,300753.48272000,0
1745550660000,93130.44000000,93152.06000000,93116.08000000,93135.10000000,24.19275000,1745550719999,2253196.06144500,2690,7.17883000,668546.92205640,0
1745550720000,93135.10000000,93142.70000000,93086.95000000,93086.95000000,52.91946000,1745550779999,4927734.68375080,2309,3.47242000,323324.73910750,0
1745550780000,93086.96000000,93120.64000000,93086.95000000,93107.62000000,6.62603000,1745550839999,616909.03485030,1097,3.60589000,335685.87408280,0
1745550840000,93107.62000000,93130.44000000,93107.62000000,93119.65000000,5.88960000,1745550899999,548440.28479190,1042,2.34154000,218036.71556940,0
1745550900000,93119.64000000,93184.00000000,93110.33000000,93181.44000000,14.96327000,1745550959999,1393518.35889430,1827,5.11661000,476504.16662860,0
1745550960000,93181.43000000,93200.73000000,93162.58000000,93183.19000000,9.39668000,1745551019999,875616.55707410,1956,5.84100000,544260.51018080,0
1745551020000,93183.19000000,93190.00000000,93160.00000000,93180.96000000,6.91829000,1745551079999,644576.93120270,1262,4.67331000,435397.93813680,0
1745551080000,93180.95000000,93180.95000000,93136.10000000,93162.98000000,12.22972000,1745551139999,1139181.83855610,1262,6.03412000,562024.52264140,0
1745551140000,93162.99000000,93162.99000000,93131.09000000,93135.19000000,9.06680000,1745551199999,844530.39747990,904,3.77018000,351126.53749970,0
1745551200000,93135.20000000,93172.79000000,93022.20000000,93022.20000000,30.90485000,1745551259999,2877175.14130280,2175,5.05648000,470878.91661740,0
1745551260000,93022.21000000,93050.01000000,92937.13000000,93050.00000000,41.10083000,1745551319999,3821652.05964570,5475,18.92141000,1759207.10706540,0
1745551320000,93050.00000000,93106.99000000,93030.03000000,93082.48000000,10.85385000,1745551379999,1010208.97421850,3078,6.06820000,564790.90808220,0
1745551380000,93082.48000000,93103.66000000,93073.47000000,93099.13000000,10.72361000,1745551439999,998244.36313340,1425,5.15939000,480240.00607460,0
1745551440000,93099.14000000,93172.49000000,93099.13000000,93172.49000000,8.90204000,1745551499999,829047.87492180,1803,4.37420000,407398.85312730,0
1745551500000,93172.48000000,93184.00000000,93154.23000000,93184.00000000,15.35443000,1745551559999,1430488.05630000,1357,8.60773000,801898.16023110,0
1745551560000,93183.99000000,93189.39000000,93172.58000000,93188.11000000,3.73890000,1745551619999,348398.54775280,748,0.44061000,41057.43926270,0
1745551620000,93188.11000000,93191.00000000,93178.76000000,93178.76000000,4.29318000,1745551679999,400056.64451590,866,1.25277000,116736.30271360,0
1745551680000,93178.76000000,93187.08000000,93160.00000000,93160.01000000,4.26438000,1745551739999,397324.04186070,1221,1.95814000,182442.01388330,0
1745551740000,93160.00000000,93160.01000000,93131.09000000,93134.71000000,6.96356000,1745551799999,648579.05328580,800,2.40003000,223520.48934580,0
1745551800000,93134.71000000,93165.52000000,93134.71000000,93138.88000000,15.25533000,1745551859999,1420972.40165330,1541,6.03239000,561860.83934940,0
1745551860000,93138.89000000,93173.92000000,93131.26000000,93173.92000000,9.88558000,1745551919999,920772.67456060,1916,5.48727000,511109.88556170,0
1745551920000,93173.92000000,93200.00000000,93165.34000000,93167.13000000,14.68994000,1745551979999,1368790.56984140,1924,2.64838000,246777.63129690,0
1745551980000,93167.13000000,93167.13000000,93146.67000000,93160.11000000,7.28887000,1745552039999,678979.10571990,790,1.19239000,111071.74029420,0
1745552040000,93160.10000000,93231.76000000,93155.85000000,93214.35000000,14.31460000,1745552099999,1334167.72677990,2369,12.13222000,1130760.69651120,0
1745552100000,93214.35000000,93214.35000000,93194.73000000,93195.26000000,2.60764000,1745552159999,243032.38076040,681,1.28232000,119506.93502500,0
1745552160000,93195.25000000,93195.26000000,93154.88000000,93154.89000000,4.52679000,1745552219999,421829.99734530,1201,1.75575000,163608.06727770,0
1745552220000,93154.89000000,93200.18000000,93154.88000000,93200.16000000,4.66258000,1745552279999,434456.30268000,980,4.35193000,405513.90407990,0
1745552280000,93200.16000000,93261.43000000,93200.16000000,93260.86000000,18.96838000,1745552339999,1768630.14579950,1944,17.28922000,1612036.36250160,0
1745552340000,93260.86000000,93277.78000000,93240.69000000,93272.57000000,18.45291000,1745552399999,1720768.60876460,1923,12.43346000,1159410.98011430,0
1745552400000,93272.58000000,93285.64000000,93263.52000000,93271.73000000,5.54211000,1745552459999,516938.30134110,1095,3.06684000,286056.19921680,0
1745552460000,93271.73000000,93282.15000000,93268.35000000,93282.14000000,4.12037000,1745552519999,384312.79426820,595,2.29074000,213660.35944430,0
1745552520000,93282.14000000,93312.50000000,93282.14000000,93295.87000000,13.65760000,1745552579999,1274235.22290090,1321,9.95304000,928574.60003970,0
1745552580000,93295.87000000,93295.88000000,93288.99000000,93288.99000000,6.49534000,1745552639999,605973.50487060,681,2.34999000,219242.65155380,0
1745552640000,93289.00000000,93375.06000000,93287.71000000,93317.10000000,47.01803000,1745552699999,4388100.14148050,2946,34.35592000,3206130.51686580,0
1745552700000,93317.10000000,93317.10000000,93280.57000000,93294.49000000,4.06566000,1745552759999,379271.78064490,1179,2.46202000,229663.61138450,0
1745552760000,93294.50000000,93294.50000000,93283.88000000,93289.83000000,3.18037000,1745552819999,296688.92477350,650,2.13705000,199355.30506190,0
1745552820000,93289.83000000,93333.79000000,93289.82000000,93333.79000000,7.15662000,1745552879999,667683.35267050,1063,3.60049000,335928.54534890,0
