time_id,Price,Quantity
146,815.39,-1830
147,815.64,-87
148,815.62,-61
149,816.13,68
150,814.42,-200
151,814.45,-118
152,814.13,-239
153,813.9,-2355
154,813.85,-5067
155,813.79,-74
156,814.18,60
157,814.4,-1044
158,814.83,492
159,814.83,93
160,815.02,229
161,815.03,975
162,814.79,757
163,814.65,3883
164,814.65,100
165,814.65,-4104
166,814.67,1634
167,814.38,190
168,814.36,3400
169,814.37,106
170,814.18,-502
171,814.14,-90
172,814.18,1383
173,813.25,-1488
174,812.38,668
175,812.33,-40
176,812.79,-535
177,814.69,-1524
178,814.04,-1199
179,814.7,5000
180,815,-191
181,814.81,-1994
182,815.04,-14262
183,815,-64
184,814.95,-68
185,814.9,-93
186,814.88,-4714
187,814.9,-282
188,815.51,2000
189,815.93,-996
190,815.48,-67
191,815.46,-100
192,815.46,-71
193,815.45,-1645
194,812.53,-3543
195,811.72,100
196,812.47,-7427
197,812.47,-2000
198,812.47,-200
199,813.03,-178
200,812.68,-16299
201,812.66,-595
202,812.65,-560
203,813.06,491
204,813.03,-266
205,813.35,3559
206,813.16,6426
207,813.57,68
208,813.66,3608
209,813.67,3138
210,813.15,200
211,813.12,-71
212,813.04,200
213,813.31,1803
214,813.3,416
215,814.07,-416
216,813.8,-60
217,813.7,-1917
218,813.83,-10000
219,813.83,-595
220,813.8,-6105
221,814.01,356
222,814.02,6565
223,813.98,847
224,813.46,673
225,813.44,1086
226,812.82,-87
227,813.38,3441
228,813.48,-107312
229,813.38,582
230,813.19,-2428
231,813.7,423
232,813.68,375
233,813.69,1523
234,813.7,3045
235,813.75,3801
236,813.79,77
237,813.87,302
238,813.84,2805
239,814.6,646
240,814.87,405
241,814.47,74
242,814.25,-60
243,814.21,-68
244,814.1,-642
245,814.84,2476
246,814.24,-141
247,814.24,-256
248,814.23,-5585
249,814.23,-2220
250,814.22,-19121
251,814.21,-68
252,814.2,-436
253,814.06,-2195
254,814.31,200
255,814.47,455
256,814.66,1580
257,814.24,200
258,815,495
259,815,10000
260,814.46,391
261,814.41,231
262,814.13,-24
263,814.34,1559
264,814.33,235
265,814.68,-100
266,814.05,-3605
267,814.75,-64
268,814.45,63
269,814.68,100
270,814.59,200
271,814.64,76
272,814.57,200
273,814.66,875
274,814.55,129
275,814.87,168
276,814.94,1
277,814.63,-1
278,814.68,155
279,814.53,3102
280,814.58,200
281,814.62,690
282,814.53,-2500
283,814.26,-7730
284,814.66,2116
285,814.97,455
286,815.96,-243
287,816.78,460
288,817.34,-208
289,817.63,123
290,817.61,-987
291,818.1,-88
292,818.06,13808
293,818.81,3808
294,818.83,4426
295,818.63,100
296,818.22,5839
297,817.19,111
298,817.46,2661
299,817.46,2742
300,816.77,-68
301,816.77,-1000
302,816.76,-33950
303,817.32,1230
304,817.45,100
305,817.46,6178
306,817.4,20
307,817.94,1662
308,817.52,65
309,817.55,378
310,816.6,-969
311,815.07,2000
312,815.08,2000
313,815.08,2000
314,815.12,15033
315,814.43,-607
316,814.67,197
317,814.67,142
318,814.64,13615
319,814.54,-633
320,814.91,1075
321,814.77,-172
322,815,-68
323,814.92,153
324,814.75,-58
325,814.68,79
326,814.63,200
327,814.48,-919
328,815.56,4175
329,815.63,-2053
330,816.13,68
331,815.86,-3303
332,816.04,404
333,815.95,7802
334,816.24,-150
335,816.27,147
336,816.27,7940
337,816.69,5219
338,816.77,68
339,816.78,627
340,816.8,60
341,816.81,4758
342,816.39,100
343,815.56,-501
344,815,-594
345,814.15,-605
346,814.14,-700
347,814.13,-86
348,814.11,-386
349,814.11,-119
350,814.07,-1150
351,814.03,-200
352,814,-586
353,814.08,2000
354,814.83,120
355,815.45,16680
356,816.12,-1400
357,816.4,1848
358,816.16,-532
359,817.86,-5809
360,815.68,1300
361,815.75,359
362,815.66,20980
363,815.66,114
364,816.23,8331
365,816.24,3610
366,816.25,2238
367,816.26,3552
368,816.18,5
369,813.11,-8015
370,813.73,-628
371,813.92,-3597
372,813.82,-697
373,813.76,-500
374,813.73,-68
375,813.75,-100
376,813.77,628
377,813.57,-413
378,813.79,2500
379,813.96,2502
380,813.87,1521
381,813.66,756
382,814.21,68
383,814.27,1400
384,814.2,-298
385,813.67,-945
386,813.79,-826
387,813.68,-725
388,813.83,558
389,814.18,-445
390,811.47,-1120
391,813.02,-360
392,813.26,-306
393,813.38,-178
394,813.63,368
395,813.35,-7052
396,812.98,-4158
397,812.95,-436
398,812.95,178
399,812.94,-266
400,813.75,797
401,814.29,3300
402,813.88,-1487
403,813.58,-1858
404,813.46,-601
405,814.61,65
406,814.51,-1770
407,814.5,80
408,814.09,328
409,812.84,-3958
410,812.8,-4006
411,812.94,-87
412,811.28,-1844
413,812.03,-5563
414,812.38,225
415,812.38,202
416,812.39,2996
417,812.63,68
418,812.25,-5591
419,812.38,-33263
420,812.48,283
421,812.4,-397
422,812.42,-938
423,812.41,-100
424,813,3908
425,813,4500
426,812.62,-97
427,813.97,-410
428,814.21,-4705
429,814.3,4000
430,814.63,793
431,814.47,1113
432,814.66,60
433,814.48,-4500
434,813.57,-3539
435,813.4,1252
436,814.91,11896
437,814.93,4006
438,814.95,4721
439,813.99,-1191
440,813.99,-1132
441,814.26,-178
442,814.73,436
443,814.98,478
444,813.88,-3740
445,814.4,100
446,814.8,8749
447,815,101
448,815.11,266
449,815.14,585
450,815.33,644
451,815.16,-731
452,812.68,410
453,812.32,-2033
454,811.73,-1676
455,811.85,-781
456,811.83,-402
457,812.23,-952
458,812.23,-570
459,811.97,-3999
460,812.48,80
461,813.49,8780
462,813.49,17090
463,812.57,1213
464,812.13,-102
465,812.48,310
466,812.94,178
467,812.98,2348
468,812.99,2699
469,812.53,-71
470,812.52,-33
471,812.94,4272
472,812.59,-100
473,812.5,-235
474,812.36,-1000
475,812.75,298
476,812.17,-1157
477,812.02,-3962
478,812.12,-2900
479,812.31,69
480,811.99,-3508
481,813.57,700
482,813.58,680
483,813.62,8658
484,813.64,1415
485,813.03,-628
486,812.39,-3818
487,812.37,-113
488,812.31,-719
489,812.3,-1938
490,812.29,-334
491,812.28,-30812
492,812.72,-177
493,813.84,1740
494,813.53,128
495,813.24,268
496,813.79,-2380
497,813.79,-1978
498,813.77,-2000
499,813.65,-825
500,813.18,-16020
501,814.19,3299
502,814.21,-223
503,814.19,-1644
504,814.26,-880
505,813.5,-4057
506,813.48,-1118
507,813.47,-11895
508,813.45,-68
509,813.38,-7814
510,813.31,-4108
511,813.82,150
512,814.03,217
513,813.9,-628
514,813.64,-204
515,813.81,184
516,813.63,-66
517,813.53,-71
518,813.52,-15
519,813.63,-171
520,813.85,321
521,813.96,436
522,813.93,330
523,813.95,8921
524,814.55,530
525,814.16,-258
526,814.94,30000
527,816.51,204
528,816.52,700
529,816.52,169
530,816.64,568
531,816.55,-201
532,816.56,-217
533,815.93,-11893
534,816.73,2817
535,816.87,159
536,816.84,-4678
537,816.87,-252
538,817.6,-100
539,817.07,1098
540,816.89,915
541,816.73,-264
542,816.77,-100
543,816.97,-772
544,817.1,628
545,817.9,-5254
546,818.99,8789
547,819.46,200
548,818.73,-541
549,819.99,62
550,819.99,140880
551,819.99,12124
552,819.96,-4055
553,819.61,-105
554,819.7,-2879
555,819.69,-8918
556,819.69,-679
557,820.27,173
558,819.13,-3216
559,819.19,668
560,819.13,980
561,819.3,990
562,819.79,-248
563,819.65,299
564,819.07,445
565,819.01,5946
566,819.07,353
567,819.12,2000
568,819.15,346
569,819.41,599
570,819.68,100
571,819.43,6893
572,818.69,-979
573,818.64,-491
574,819.13,701
575,818.67,-326
576,818.66,-62
577,818.66,-267
578,818.49,-100
579,818.3,-167
580,818.29,-153
581,819.32,2093
582,819.57,572
583,818.26,-148
584,818.25,-1400
585,818.24,-53000
586,818.2,-4500
587,818.11,543
588,817.96,-3109
589,817.75,653
590,817.73,-85
591,817.75,-798
592,817.47,-428
593,818.01,90
594,817.61,-120
595,818.1,5322
596,818.14,1487
597,818.45,4209
598,818.02,-77
599,817.87,-11
600,817.93,-77
601,818.38,100
602,818.4,68
603,818.43,60
604,818.45,92
605,818.13,1000
606,818.31,71
607,818.33,1140
608,818.3,178
609,817.91,-700
610,818.13,-200
611,818.38,200
612,818.71,200
613,819.16,-2000
614,819.16,-2000
615,819.15,-2000
616,819.15,-1706
617,819.45,3490
618,819.75,10768
619,819.79,272
620,820.22,705
621,819.98,-809
622,819.88,59
623,820.2,4501
624,819.83,-2699
625,820.1,100
626,819.71,861
627,820.07,-3137
628,819.78,-100
629,820.11,6112
630,820.03,-60
631,819.91,-7931
632,820.3,1
633,820.41,936
634,820.44,7149
635,820.43,5300
636,820.57,140
637,820.61,-68
638,820.68,104
639,821.93,535
640,821.4,-173
641,821.27,-3365
642,821.68,13673
643,821.69,697
644,819.92,1025
645,820.13,1874
646,819.81,232
647,819.66,-557
648,819.79,566
649,819.8,107
650,819.57,-76
651,819.46,-560
652,819.38,393
653,819.58,1046
654,818.84,-1280
655,818.81,-4778
656,819.63,200
657,819.69,545
658,819.32,-425
659,819.68,-302
660,819.9,-10097
661,819.58,-258
662,819.71,-240
663,819.72,-341
664,819.73,-414
665,820,-2305
666,819.81,-766
667,819.99,-2646
668,820.22,587
669,820.27,-97
670,820.45,751
671,819.98,-541
672,819.81,-102
673,819.48,-1095
674,819.47,-1821
675,819.71,1400
676,819.73,794
677,819.73,-100
678,820.27,-10977
679,820.51,100
680,821.07,1569
681,821.08,5839
682,821.08,3317
683,821.16,1788
684,819.99,-795
685,819.98,-7522
686,820,290
687,819.6,4139
688,819.66,6636
689,819.11,-570
690,819.11,-439
691,819.97,460
692,819.97,590
693,819.97,178
694,819.12,-3908
695,819.85,1151
696,819.23,-100
697,821.35,463
698,821.05,-263
699,821.05,-540
700,820.91,-210
701,821.05,-529
702,821.34,1139
703,821.42,1280
704,821.44,28664
705,820.74,-71
706,820.74,-3445
707,821.6,119
708,821.6,628
709,821.6,438
710,821.71,307
711,821.69,150
712,821.7,-3995
713,821.59,147
714,821.83,-2000
715,822.3,497
716,822.42,236
717,822.3,33300
718,822.3,308
719,822.43,238
720,821.97,63
721,822.4,1845
722,822.53,93
723,822.34,-89
724,822.39,75
725,823.01,3958
726,822.76,-439
727,822.74,-178
728,822.67,-2368
729,822.56,67007
730,822.16,-374
731,822.71,603
732,822.72,599
733,822.31,-4071
734,822.92,559
735,822.94,3808
736,822.98,-1
737,822.98,733
738,822.83,-759
739,822.82,-612
740,822.67,-201
741,822.57,-320
742,822.57,-345
743,822.85,932
744,822.82,72
745,821.72,-296
746,822.92,-5267
747,821.74,-2383
748,821.4,244
749,821.09,920
750,821.14,3932
751,819.87,-2800
752,819.89,-2400
753,819.89,-245
754,820.44,7084
755,820.75,11923
756,820.51,530
757,820.11,-2141
758,820.16,-183
759,821.06,5863
760,821.45,-1000
761,821.14,-260
762,821.78,100
763,821.79,1391
764,821.69,70
765,821.48,-211
766,821.38,-416
767,821.81,680
768,821.81,525
769,822.03,678
770,822.04,797
771,821.67,-2000
772,821.59,-6698
773,821.66,-828
774,821.71,179
775,821.62,2380
776,821.39,-238
777,821.41,-254
778,821.38,-1196
779,821.34,-307
780,821.2,-554
781,821.91,306
782,821.59,-258
783,821.59,-782
784,822.81,3108
785,823.14,8612
786,823.13,2758
787,823.14,479
788,823.17,136
789,823.19,5839
790,823.19,366
791,822.85,-102
792,822.99,-73
793,822.57,-14570
794,823.15,191
795,823.05,100
796,823.15,145
797,823.15,112
798,822.78,-76
799,823.35,-3852
800,822.9,-118
801,823.26,94
802,823.2,73
803,822.81,-920
804,822.8,-1729
805,823.21,1140
806,823.24,1375
807,822.73,628
808,823.05,1270
809,822.95,100
810,822.63,-952
811,823.39,2800
812,823.41,30715
813,823.42,26670
814,822.98,-84
815,822.99,-8916
816,822.68,178
817,821.91,-700
818,821.82,-1225
819,822.27,86
820,822.36,1139
821,822.46,5162
822,822.11,4561
823,822.21,110
824,822.43,1399
825,822.45,68
826,822.46,679
827,822.47,2898
828,822.43,436
829,822.43,177
830,822.03,-266
831,822.09,531
832,822.29,92
833,822.09,-501
834,822.25,1288
835,822.53,2863
836,822.25,337
837,822.02,-64
838,821.99,-200
839,821.2,-436
840,821.83,2229
841,820.66,-176
842,820.58,-222
843,821.14,1260
844,821.15,67007
845,821.16,1000
846,821.17,17850
847,821.17,17050
848,821.22,2013
849,821.28,4025
850,821.29,-356
851,819.68,-172
852,820.98,25850
853,821,64
854,821.03,95
855,821.06,632
856,820.54,-13099
857,820.56,-178
858,820.64,-536
859,820.64,-498
860,821.01,448
861,821.58,100
862,821.21,286
863,822.22,-261
864,822.46,5805
865,822.54,1225
866,822.22,-200
867,822.21,-831
868,822.24,-356
869,822.22,-236
870,822.41,60
871,822.43,10
872,822.22,2737
873,823.08,100
874,825.15,-40078
875,825.11,-7781
876,824.51,-5839
877,824.41,-761
878,824.95,-29433
879,824.62,1140
880,824.32,-140
881,824.83,1980
882,825.43,65
883,824.82,-8915
884,824.23,-581
885,824.02,-386
886,824.2,8216
887,824,74
888,823.55,-1300
889,823.71,3908
890,823.76,8916
891,823.76,71
892,823.77,100
893,823.78,4057
894,823.79,3808
895,823.79,17080
896,823.79,4656
897,823.48,-165
898,824.29,592
899,823.41,-859
900,823.79,1370
901,823.79,129
902,823.78,2087
903,822.67,-78263
904,823.61,1791
905,823.62,5839
906,823.62,1622
907,823.62,8642
908,822.76,-137
909,823.34,-1
910,823.26,1000
911,823.3,100
912,822.67,292
913,823.45,1200
914,823.46,3590
915,823.47,11824
916,823.48,1969
917,822.97,-63
918,823.14,280
919,823.19,-2182
920,823.06,-538
921,823.01,-100
922,823.15,697
923,823.01,-1200
924,823.5,-73
925,823.52,104
926,823.57,230
927,823.02,-5193
928,821.28,-600
929,821.57,-594
930,821.52,329
931,821.33,-560
932,822.04,-436
933,822.24,-100
934,823.43,64
935,823.34,4672
936,823.62,71
937,823.72,-2562
938,823.61,-194
939,823.57,5982
940,823.76,-3250
941,823.86,61
942,823.82,-2936
943,824.46,400
944,824.09,-550
945,824.06,-2532
946,824.64,82
947,824.46,-475
948,824.51,-15946
949,824.59,-2930
950,824.16,-281
951,824.14,-8063
952,824.13,-3808
953,824.33,4505
954,823.94,-971
955,824.93,558
956,825.08,4107
957,825.37,235
958,825.42,-150
959,824.95,-858
960,825.49,-3762
961,825.37,2007
962,825.4,1553
963,825.19,-299
964,824.99,1000
965,824.98,-2575
966,824.75,-178
967,824.17,20000
968,824.29,-538
969,824.79,61
970,824.03,-33
971,824.18,436
972,824.06,-72
973,824,-455
974,824,-350
975,824.16,1000
976,824.16,60366
977,824.57,12644
978,824.48,3153
979,824.03,-100
980,822.07,9958
981,822.59,948
982,822.39,-164
983,822.45,63
984,822.37,355
985,822.36,200
986,822.26,-626
987,823.35,-355
988,823.56,118
989,822.81,-1000
990,822.8,-34960
991,823.46,16358
992,823.62,561
993,823.62,1200
994,823.63,1239
995,823.4,23
996,822.93,-71
997,823.11,6087
998,822.97,4607
999,822.62,-564
1000,823.09,21283
1001,822.36,627
1002,822.75,200
1003,822.84,585
1004,822.55,-429
1005,822.71,100
1006,822.28,1946
1007,822.13,539
1008,822.37,61
1009,822.05,1200
1010,822.2,20035
1011,820.3,-713
1012,820.46,-73
1013,820.51,5945
1014,820.27,-120
1015,820.01,-9958
1016,820.01,-1118
1017,820.01,-500
1018,820.01,-2100
1019,821.23,11596
1020,822.61,-1426
1021,822.89,90
1022,822.82,-610
1023,822.64,-10
1024,822.64,-334
1025,823,61
1026,822.75,-1010
1027,823.32,597
1028,823.05,290
1029,823.57,61
1030,823.13,-100
1031,823.19,-4500
1032,823.12,-628
1033,823.71,72
1034,823.35,-106
1035,823.3,-107
1036,822.91,436
1037,823.39,134
1038,823.21,200
1039,823.45,1189
1040,823.38,68
1041,823.77,61
1042,823.4,-67
1043,823.6,200
1044,824.34,3366
1045,824.56,-2376
1046,823.99,100
1047,824.35,-1280
1048,824.35,-1200
1049,824.35,-560
1050,824.79,77
1051,824.77,183
1052,824.77,1974
1053,824.78,3391
1054,824.79,387
1055,825.25,103
1056,825.18,-77
1057,825.17,-874
1058,825.51,-1000
1059,825.3,-507
1060,824.92,-591
1061,825.64,2656
1062,825.1,-27
1063,825.44,-80
1064,825.38,1000
1065,825.39,8015
1066,825.18,1696
1067,825.53,-564
1068,825.16,-728
1069,824.7,-67
1070,825.26,977
1071,825.07,147
1072,823.89,-1120
1073,823.88,-31729
1074,823.87,-21635
1075,823.84,-2513
1076,825.2,993
1077,825.46,61
1078,826.1,-2900
1079,825.64,178
1080,825.22,-2900
1081,824.82,-178
1082,824.96,-2100
1083,823.91,-89
1084,824.96,6668
1085,824.54,-775
1086,825.09,-3578
1087,825.35,7603
1088,824.7,1026
1089,825.05,90
1090,825.28,134
1091,825,-351
1092,824.79,-61
1093,825.12,71
1094,824.71,-61
1095,824.79,-178
1096,825.42,-3590
1097,824.63,-5253
1098,824.62,-71
1099,824.81,-59
1100,825.17,126
1101,824.31,71
1102,823.9,-177309
1103,823.86,-9775
1104,823.85,-242029
1105,823.65,-631
1106,824.83,6498
1107,824.87,194
1108,824.94,392
1109,824.94,71
1110,824.95,1480
1111,824.72,-2752
1112,824.84,-61
1113,825.07,61
1114,824.78,-187
1115,824.78,279
1116,825.12,-2000
1117,825.48,14496
1118,825.49,6486
1119,825.49,1000
1120,825.5,1099
1121,825.5,679
1122,825.35,61
1123,824.8,-61
1124,825.19,869
1125,825.33,100
1126,824.59,-1080
1127,824.24,-61
1128,824.42,11865
1129,823.17,-68
1130,822.76,15980
1131,822.76,3020
1132,822.19,-977
1133,823.66,9284
1134,823.66,9284
1135,823.66,9284
1136,823.68,3368
1137,823.71,3337
1138,822.88,-995
1139,822.87,-4436
1140,822.9,-889
1141,823.57,2411
1142,823.76,61
1143,823.95,68
1144,823.98,325
1145,818.05,-612
1146,818.02,-500
1147,817.68,-274
1148,816.87,6555
1149,816.46,-6
1150,816.59,170
1151,816.75,90
1152,816.76,100
1153,817.11,74
1154,816.75,-81
1155,816.77,-61
1156,817.24,79
1157,816.75,-59
1158,816.77,-200
1159,816.82,-68
1160,816.93,150
1161,816.64,-60
1162,816.74,21741
1163,817.9,150
1164,817.1,527
1165,816.96,-5000
1166,816.85,-100
1167,816.84,-1487
1168,816.84,-71
1169,816.8,-3958
1170,816.77,-68
1171,816.72,-1140
1172,816.7,-2146
1173,816.64,-17880
1174,816.64,-15170
1175,818.05,68
1176,818.25,535
1177,817.74,-88
1178,817.52,-61
1179,817.53,-87
1180,817.78,153
1181,817.35,-121
1182,818.46,-90
1183,819.23,90
1184,818.84,-12376
1185,818.52,-100
1186,818.27,4151
1187,817.85,-1326
1188,817.23,441
1189,816.79,-287
1190,816.77,-68
1191,816.75,-2720
1192,817.68,-832
1193,817.67,-200
1194,817.8,-90
1195,818.04,-206
1196,817.46,-1399
1197,817.46,-1413
1198,818.37,-64
1199,812,1010
1200,812.46,1239
1201,812.46,15770
1202,813.53,8920
1203,812.56,-300
1204,813.97,1400
1205,813.98,5948
1206,813.75,-356
1207,813.74,-4637
1208,813.7,-33928
1209,814.07,-80
1210,815.22,33255
1211,814.35,-61
1212,814.91,17
1213,814.91,69
1214,814.1,-9985
1215,813.83,-100
1216,813.93,-503
1217,814.86,1810
1218,814.87,3027
1219,814.92,-813
1220,814.79,-1020
1221,813.86,-21300
1222,815.53,21991
1223,816.26,3155
1224,815.68,-594
1225,814.87,-197
1226,814.52,1698
1227,814.24,-177
1228,814.21,-4565
1229,815.15,200
1230,815.13,100
1231,815.14,22
1232,814.83,1073
1233,815.3,-453
1234,815.35,-5535
1235,815.51,453
1236,815.23,150
1237,815.24,-150
1238,816.27,38638
1239,816.59,756
1240,816.86,-766
1241,816.47,2900
1242,815.74,-61
1243,815.86,-100
1244,816.27,1691
1245,816.25,353
1246,816.11,-150
1247,816.27,799
1248,816.47,34083
1249,816.48,898
1250,816.49,8815
1251,816.51,2139
1252,816.33,-168
1253,816.27,132
1254,815.9,-71
1255,815.89,-1562
1256,811.22,38112
1257,811.46,-100
1258,811.28,-200
1259,811.13,-466
1260,811.12,-6214
1261,811,64
1262,811.12,-647
1263,811.01,-61
1264,812.06,508
1265,811.85,200
1266,811.13,-72
1267,811.43,164
1268,811.37,740
1269,811.5,-837
1270,811.54,-416
1271,811.61,-100
1272,811.65,-100
1273,812.18,61
1274,811.98,-270
1275,812.17,206
1276,812.14,61
1277,810.72,-100
1278,810.55,147
1279,809.97,-397
1280,809.3,178
1281,808.38,-16299
1282,808.88,2239
1283,808.93,504
1284,808.99,100
1285,809,71
1286,803.94,2000
1287,806.5,29742
1288,807.15,1041
1289,806.98,254
1290,806.2,-1458
1291,806.06,-163
1292,805.8,-679
1293,805.3,628
1294,804.73,90
1295,804.74,-560
1296,805.19,1000
1297,805.41,-122
1298,805.45,77
1299,805.34,-3525
1300,803.92,3279
1301,803.92,500
1302,804.9,3658
1303,804.85,-195
1304,804.8,100
1305,804.91,300
1306,801.04,-843
1307,801.54,178
1308,800.3,-150
1309,800.68,210
1310,800.08,-648
1311,800.05,185
1312,800.25,-3032
1313,801.57,-150
1314,801.98,211
1315,802.3,100
1316,801.9,-79
1317,801.68,-318
1318,801.76,-72
1319,802.09,-682
1320,802.77,-70
1321,803.1,100
1322,801.98,-500
1323,801.67,-3022
1324,801.96,523
1325,801.96,5285
1326,801.98,195
1327,801.63,-556
1328,801.92,2663
1329,801.89,71
1330,801.28,-100
1331,800.36,-4816
1332,800.98,5159
1333,800.65,-992
1334,800.87,102
1335,800.56,200
1336,799.91,-1185
1337,800.11,500
1338,800.17,6071
1339,799.51,356
1340,799.67,1153
1341,799.96,177
1342,799.88,90
1343,799.7,-4000
1344,799.98,629
1345,800.02,7540
1346,800.04,232
1347,800.05,560
1348,800.05,61
1349,800.05,600
1350,800.04,100
1351,799.62,100
1352,799.66,628
1353,799.75,2662
1354,800.24,-5889
1355,800.33,52
1356,799.54,-11588
1357,798.64,-451
1358,797.09,-123
1359,797.21,4502
1360,796.29,-68
1361,796.27,-9821
1362,796.2,-68
1363,796.13,-2023
1364,796,-64
1365,795.61,595
1366,796.72,-89
1367,797.52,5518
1368,799.05,-4364
1369,801.33,2537
1370,801.98,4439
1371,801.68,560
1372,801.74,-2593
1373,803.36,8
1374,803.32,1000
1375,802.81,8432
1376,802.57,-2976
1377,802.63,-119
1378,802.95,68
1379,802.95,60
1380,803.17,436
1381,803.18,689
1382,803.18,8927
1383,803.18,-229
1384,804.98,-999
1385,805.55,-3337
1386,804.7,471
1387,804.87,-52168
1388,804.06,32832
1389,803.39,427
1390,802.96,-89
1391,802.12,-548
1392,802.46,-141
1393,802.66,61
1394,801.26,-2225
1395,801.26,-1000
1396,800.83,65
1397,801.66,27623
1398,801.66,3290
1399,801.53,243
1400,801.4,485
1401,801.02,6475
1402,800.14,-4904
1403,800.27,1044
1404,800.06,312
1405,798.69,-4057
1406,798.67,-3808
1407,798.66,-1400
1408,798.61,-29020
1409,798.61,-4158
1410,798.56,-4008
1411,799.05,-1400
1412,799.66,55
1413,799.06,-71
1414,799.04,-679
1415,799.41,1
1416,800.04,-7878
1417,792.52,-775
1418,794.02,1140
1419,794.03,594
1420,794.04,11745
1421,794.23,-4452
1422,794.67,3373
1423,793.61,-2047
1424,793.02,-406
1425,793.5,629
1426,793.87,686
1427,793.87,11920
1428,793.59,-72
1429,795.31,52911
1430,796.56,137
1431,797,15684
1432,796.17,1108
1433,796.14,-2327
1434,796.4,15684
1435,796.49,-61
1436,796.87,593
1437,797.58,93290
1438,798.29,-24
1439,798.29,-19376
1440,798.28,-5253
1441,798.13,-789
1442,797.48,-110
1443,798.55,-2900
1444,798.72,6
1445,799.61,406
1446,799.28,843
1447,800.78,1000
1448,800,-64
1449,799.48,-4351
1450,799.52,-300
1451,800.08,2923
1452,800.44,975
1453,798.45,1979
1454,798.41,1999
1455,799,5797
1456,795.56,900
1457,794.97,249
1458,794.86,-595
1459,794.93,-179
1460,794.54,-414
1461,794.58,2937
1462,794.66,-1225
1463,794.78,111
1464,793.99,-207
1465,794.54,236
1466,794.6,-61
1467,795.14,105
1468,796.42,213
1469,796.43,505
1470,797.4,-22
1471,797.52,-61
1472,797.95,194
1473,797.96,-2000
1474,797.76,-207
1475,797.84,-1631
1476,797.86,-1359
1477,797.86,-1020
1478,797.84,-1366
1479,797.41,-333
1480,797.73,2840
1481,798.02,239
1482,798.03,100
1483,798.04,1504
1484,793.57,-793
1485,793.57,-1179
1486,794.48,-132
1487,794.48,-64
1488,794.86,271
1489,796.31,23224
1490,796.11,938
1491,795.56,-90
1492,795.68,1054
1493,797.39,-61
1494,798.36,897
1495,797.23,-1395
1496,797.47,232
1497,797.66,1
1498,797.54,100
1499,795.87,4735
1500,795.84,49
1501,795.83,90
1502,794.8,-283
1503,794.59,-61
1504,795.55,1640
1505,795.56,573
1506,795.57,19426
1507,794.58,-49
1508,795.15,334
1509,796.56,668
1510,796.62,1118
1511,796.62,4635
1512,796.31,-421
1513,796.52,113
1514,797.38,-628
1515,796.16,-448
1516,796.17,-172
1517,795.19,-3366
1518,795.29,4153
1519,795.69,199
1520,796.23,61
1521,796.29,61
1522,795.37,61
