Date,Close
2024-02-20,1.9541139602661133
2024-02-21,1.9024540185928345
2024-02-22,1.9200129508972168
2024-02-23,1.927955985069275
2024-02-24,1.8970520496368408
2024-02-25,1.9513729810714722
2024-02-26,1.9708620309829712
2024-02-27,1.9140889644622803
2024-02-28,1.8412519693374634
2024-02-29,1.74835205078125
2024-03-01,1.8186630010604858
2024-03-02,1.8402090072631836
2024-03-03,1.8470189571380615
2024-03-04,1.7972780466079712
2024-03-05,2.259068012237549
2024-03-06,2.5562539100646973
2024-03-07,2.422827959060669
2024-03-08,2.2990100383758545
2024-03-09,2.4104490280151367
2024-03-10,2.4270479679107666
2024-03-11,2.586932897567749
2024-03-12,2.4823379516601562
2024-03-13,2.6314520835876465
2024-03-14,2.390997886657715
2024-03-15,2.193557024002075
2024-03-16,2.040653944015503
2024-03-17,2.115772008895874
2024-03-18,1.93572998046875
2024-03-19,1.9153200387954712
2024-03-20,2.138313055038452
2024-03-21,2.087904930114746
2024-03-22,2.0301148891448975
2024-03-23,2.072377920150757
2024-03-24,2.1863698959350586
2024-03-25,2.2774529457092285
2024-03-26,2.3081419467926025
2024-03-27,2.235135078430176
2024-03-28,2.2766919136047363
2024-03-29,2.183603048324585
2024-03-30,2.1376891136169434
2024-03-31,2.182482957839966
2024-04-01,2.0414938926696777
2024-04-02,1.9086920022964478
2024-04-03,1.895455002784729
2024-04-04,1.922340989112854
2024-04-05,1.88898503780365
2024-04-06,1.9338020086288452
2024-04-07,1.9737110137939453
2024-04-08,2.0574519634246826
2024-04-09,1.8781800270080566
2024-04-10,1.8613849878311157
2024-04-11,1.8279340267181396
2024-04-12,1.5269839763641357
2024-04-13,1.4250320196151733
2024-04-14,1.4860329627990723
2024-04-15,1.3457720279693604
2024-04-16,1.2738879919052124
2024-04-17,1.2301640510559082
2024-04-18,1.2521589994430542
2024-04-19,1.2101370096206665
2024-04-20,1.349071979522705
2024-04-21,1.3127189874649048
2024-04-22,1.3380290269851685
2024-04-23,1.317505955696106
2024-04-24,1.202538013458252
2024-04-25,1.1934900283813477
2024-04-26,1.1623660326004028
2024-04-27,1.2561700344085693
2024-04-28,1.2600270509719849
2024-04-29,1.2135460376739502
2024-04-30,1.2204350233078003
2024-05-01,1.2704789638519287
2024-05-02,1.2814719676971436
2024-05-03,1.358665943145752
2024-05-04,1.3452340364456177
2024-05-05,1.3655630350112915
2024-05-06,1.317721962928772
2024-05-07,1.2337490320205688
2024-05-08,1.2316709756851196
2024-05-09,1.2634830474853516
2024-05-10,1.2065999507904053
2024-05-11,1.2204649448394775
2024-05-12,1.1971479654312134
2024-05-13,1.1803309917449951
2024-05-14,1.1519930362701416
2024-05-15,1.188554048538208
2024-05-16,1.1060760021209717
2024-05-17,1.1548889875411987
2024-05-18,1.154657006263733
2024-05-19,1.0553189516067505
2024-05-20,1.2066220045089722
2024-05-21,1.2599530220031738
2024-05-22,1.2116819620132446
2024-05-23,1.2296019792556763
2024-05-24,1.2159299850463867
2024-05-25,1.2516180276870728
2024-05-26,1.2576249837875366
2024-05-27,1.308912992477417
2024-05-28,1.2477070093154907
2024-05-29,1.2133630514144897
2024-05-30,1.1868109703063965
2024-05-31,1.177320957183838
2024-06-01,1.1714119911193848
2024-06-02,1.220808982849121
2024-06-03,1.2004519701004028
2024-06-04,1.2950530052185059
2024-06-05,1.3317409753799438
2024-06-06,1.2899869680404663
